sentence,generalizing,promoting,identity,attribute
स्टेट टीवी ने विदेशी मीडिया के हवाले से कहा कि यह रहस्यमय एमवी सैवेज घटना पर ईरान की पहली टिप्पणी थी,0,0,ईरान की,रहस्यमय
इस मामले को उदाहरण या आधार मानते यह अंदाजा सहज लगाया जा सकता है कि सी आई सी ने जब कभी नरेंद्र मोदी से भी यही सबाल पूछा होगा तो उन्होने अपनी डिग्रियों की जानकारी आम न करने कहा होगा इस अंदाजे का एकलौता आधार सी आई सी की संदिग्ध और रहस्यमय कार्यप्रणाली नहीं बल्कि खुद नरेंद्र मोदी का भी अपनी इन डिग्रियों के मुद्दे पर स्मृति ईरानी की तरह कतराना है,0,0,ईरानी,रहस्यमय
"ईरान के मुख्य परमाणु केंद्र में रहस्यमय विस्फोट और आग ने भले ही उसे उन्नत सेंट्रीफ्यूग्स का निर्माण करने से रोक दिया हो, लेकिन ऐसी संभावना है कि इससे इस इस्लामी गणराज्य की निम्न संवर्धित यूरेनियम के लगातार बढ़ते जखीरे को बढ़ाने की रफ्तार धीमी नहीं हुई",0,0,ईरान के,रहस्यमय
"पुलिस अधिकारियों ने मंगलवार को उस होटल की तलाशी ली, जहां ब्यूनस आयर्स के मुख्य अंतरराष्ट्रीय हवाई अड्डे पर फंसे एक रहस्यमय विमान के वेनेजुएला और ईरानी चालक दल ठहरे हुए हैं, क्योंकि अधिकारियों ने इसके चालक दल और ईरान के खिलाफ अमेरिकी प्रतिबंधों के संदेह के बीच इसके बाहर निकलने को रोक दिया था",0,0,ईरान के,रहस्यमय
"ईरान में लगातार हो रहे रहस्यमय हमले, कौन है इनके पीछे",0,0,ईरान में,रहस्यमय
"ये भी पढ़ें: ईरान में लगातार हो रहे रहस्यमय हमले, कौन है इनके पीछे",0,0,ईरान में,रहस्यमय
"अब हम “टैंक” के सबसे अस्पष्ट और रहस्यमय पन्नों की ओर मुड़ते हैं इतिहास»इस्लामी गणतंत्र ईरान, जो ईरान के सबसे उन्नत टैंक,"" कर्रार ""के डिजाइन के लिए एक अतिरिक्त प्रेरणा बन गया",0,0,ईरान के,रहस्यमय
"मिस्री वास्तु में यह युगोत्तरजीवी विशाल और भारी स्मारकों द्वारा व्यक्त रहस्यमयता है, असीरियाई, बेबींलोनी और ईरानी कला में, यह शस्त्रशक्ति और विलासी जीवन था, यूनानी कला में यह निश्चयात्मक आयोजना और संशोधित दृष्टिभ्रम था जिसके फलस्वरूप सादगी और परिष्कृत पूर्णता आई",0,0,ईरानी,रहस्यमय
"नटज़्न तीन साल पहले ट्रम्प प्रशासन द्वारा खारिज किए गए परमाणु समझौते को खत्म करने के उद्देश्य से नए सिरे से बातचीत के बाद विकास हुआ, जिसे ईरान के अधिकारियों ने रविवार को ईरान की परमाणु सुविधा रहस्यमय तरीके से खो जाने के बाद तोड़फोड़ की कार्रवाई कहा",0,0,ईरान के,रहस्यमय
नोएडा सेक्टर-12 निवासी युवक आयुष ईरान के समुद्री क्षेत्र में रहस्यमय हालात में हुआ लापता हो गया है,0,0,ईरान के,रहस्यमय
"ईरान में एक पीएचडी एक स्नातकोत्तर शिक्षा से अधिक है, यह एक अनूठा अनुभव से पता चलता है और एक रहस्यमय और आकर्षक देश का पता लगाने है",0,0,ईरान में,रहस्यमय
"शाय अल-इश्ब्रुक Shihàboddìn याह्या सोहरावर्दो (115 5-1191), जो उत्तरपश्चिमी ईरान के मूल निवासी हैं, जिनकी सोच रहस्यमय अनुभव की घटना को समझने के लिए महत्वपूर्ण है, ईरानी सभ्यता के इतिहास में संगीत से जुड़े inextricic, साथ ही कविता, नृत्य भी",0,0,ईरान के,रहस्यमय
और शायद यही वजह है ईरान में हो रहे रहस्यमय हादसों की,0,0,ईरान में,रहस्यमय
"ईरान में एक निश्चित रेलवे के निर्माण के साथ (पुतिन के इस देश की यात्रा के दौरान घोषित), सब कुछ बहुत रहस्यमय निकला",0,0,ईरान में,रहस्यमय
एक थ्रिलर के रूप में जानी जाने वाली हॉटस्टार स्पेशल ‘मासूम’ पंजाब में स्थापित है और बोमन ईरानी को एक रहस्यमय पिता के रूप में पेश करती है,0,0,ईरानी,रहस्यमय
"संयुक्त अरब अमिरात में बसा एक ऐसा शहर जिसे पर्यटन के हिसाब से विकसित किया गया है, यहां की अधिकारिक भाषा अरबी है,पर उर्दू, फारसी, हिंदी, मलयालम, बंगला, तमिल, चीनी आदि कई भाषाएं बोली जाती हैं",0,0,मलयालम,पर्यटन के
"संयुक्त अरब अमिरात में बसा एक ऐसा शहर जिसे पर्यटन के हिसाब से विकसित किया गया है, यहां की अधिकारिक भाषा अरबी है,पर उर्दू, फारसी, हिंदी, मलयालम, बंगला, तमिल, चीनी आदि कई भाषाएं बोली जाती हैं",0,0,मलयालम,पर्यटन
"इनमे मुख्य हैं श्री मैथ्यू टी थॉमस, जल संसाधन मंत्री, श्री कड़कमपल्ली सुरेंद्रन, पर्यटन मंत्री, श्री ओ राजगोपाल, एम पी, श्री जयकुमार, उप कुलपति मलयालम विश्वविद्यालय और प्रसिद्ध फिल्म निर्माता अडूर गोपालकृष्णन",0,0,मलयालम,पर्यटन
"जैसलमेर, 12 दिसम्बर/स्वर्ण नगरी में कला-संस्कृति, पर्यटन, साहित्य और लोक विधाओं के जाने-माने हस्ताक्षर विजय बल्लाणी ने मलयालम फिल्म जगत में किरदार निभा कर राजस्थान को गौरवान्वित किया है",0,0,मलयालम,पर्यटन
दुनिया भर से मलयाली अपने ओणमपुक्कलम (फूलों की सजावट) को पर्यटन विभाग के डिजिटल प्लेटफॉर्म पर अपलोड कर सकते हैं,0,0,मलयाली,पर्यटन
मलयालम समाचार चैनलों ने वीडियो का प्रसारण किया है जिसमें दिख रहा है कि शिवसेना के कार्यकर्ताओं का एक समूह लाठियों से युवक-युवतियों को मरीन ड्राइव से भगा रहा है जो कि एक पर्यटन स्थल है,0,0,मलयालम,पर्यटन
मलयालम साहित्य (केरल पर्यटन),0,0,मलयालम,पर्यटन
इस पूरी घटना का मलयालम समाचार चैनलों ने वीडियो का प्रसारण किया है जिसमें दिखा रहा है कि शिवसेना के कार्यकर्ताओं का एक समूह लाठियों से युवक-युवतियों को मरीन डाइव से भगा रहा है जो कि एक पर्यटन स्थल है,0,0,मलयालम,पर्यटन
पर्यटन से जुडे जानकार विनायक साकले का कहना है कि केरल में समुद्र तट और आसपास बसे गांव में वहां की मलयाली संस्कृति के अनुरूप पर्यटन गांव विकसित किए गए हैं,0,0,मलयाली,पर्यटन से
"इनमे मुख्य हैं श्री मैथ्यू टी थॉमस, जल संसाधन मंत्री, श्री कड़कमपल्ली सुरेंद्रन, पर्यटन मंत्री, श्री ओ राजगोपाल, एम पी, श्री जयकुमार, उप कुलपति मलयालम विश्वविद्यालय और प्रसिद्ध फिल्म निर्माता अडूर गोपालकृष्णन",0,0,मलयालम,पर्यटन
"नई दिल्ली में आज पुरस्कृत मलयाली पुस्तक 'हैमावताभूविल' के अंग्रेजी संस्करण 'हिमालयन ओडिसी' के विमोचन के बाद लोगों को संबोधित करते हुए उन्होंने कहा, देश में रुचि के स्थानों की प्रकृति अलग-अलग है, जो इतिहास, संस्कृति, पौराणिक कथाओं एवं विरासत से संपन्न हैं और पर्यटन क्षमता का लाभ उठाने का अपार अवसर प्रदान कराते हैं",0,0,मलयाली,पर्यटन
"सानुविन्टे क्रिटिकल (संपादन); भारत पर्यटनम, एवं इन्द्रजीत, कोमल गांधार, प्रेम एक एलबम, कोच्ची के दरख्त, अक्षर, सर्वेश्वरदयाल सक्सेनयुटे कवितकल, अमेरका : एक अदभुत दुनिया, मलयालम की स्त्री-कविता, एकीलुम चिलतु वकियाकुम, आधुनिक हिंदी कविता, असमिया कथकल, नाटक जारी है आदि (अनुवाद)",0,0,मलयालम,पर्यटन
"php इस वेबसाईट पर ‘अंग्ला’(AnglaMT) और ‘अनुवादक्ष’(ANVADAKSH) ये दो मशीनी अनुवाद प्रणालियाँ उपलब्ध है जो अंग्रेजी, हिंदी, मराठी, उर्दू, पंजाबी, तमिल, बंगाली, मलयालम, उड़िया, तेलुगु भाषाओं के लिए है जिसका स्वास्थ्य, पर्यटन और सामान्य क्षेत्र के अनुवाद कार्य के लिए प्रयोग किया जाता है |",0,0,मलयालम,पर्यटन
इस पूरी घटना का मलयालम समाचार चैनलों ने वीडियो का प्रसारण किया है जिसमें दिखा रहा है कि शिवसेना के कार्यकर्ताओं का एक समूह लाठियों से युवक-युवतियों को मरीन डाइव से भगा रहा है जो कि एक पर्यटन स्थल है,0,0,मलयालम,पर्यटन
पर्यटन से जुडे जानकार विनायक साकले का कहना है कि केरल में समुद्र तट और आसपास बसे गांव में वहां की मलयाली संस्कृति के अनुरूप पर्यटन गांव विकसित किए गए हैं,0,0,मलयाली,पर्यटन
"केरल के पर्यटन का मुख्य आधार, अलाप्पुझा के बैकवाटर, समुद्र-खरपतवार और फूलों से ढके जल-चैनलों के शानदार दृश्य के साथ, आपको ऐसी तस्वीरें देंगे जो ऐसी दिखती हैं जैसे वे सीधे किसी मलयालम फिल्म से निकली हों",0,0,मलयालम,पर्यटन
"केरल के पर्यटन का मुख्य आधार, अलाप्पुझा के बैकवाटर, समुद्र-खरपतवार और फूलों से ढके जल-चैनलों के शानदार दृश्य के साथ, आपको ऐसी तस्वीरें देंगे जो ऐसी दिखती हैं जैसे वे सीधे किसी मलयालम फिल्म से निकली हों",0,0,मलयालम,पर्यटन का
"30 संबंधों: तमिल, तमिल नाडु, तमिल भाषा, तेलुगू भाषा, धर्म, पर्यटन, पुदुच्चेरी शहर, फ़्रान्स, फ़्रान्सीसी भाषा, बंगाल की खाड़ी, भारत, भारतीय राष्ट्रीय कांग्रेस, मलयालम भाषा, मलेशिया, माहे, मॉरिशस, यानम, लक्षद्वीप, श्रीलंका, सिंगापुर, व्यापार, वी॰ नारायणसामी, आध्यात्मिकता, आन्ध्र प्रदेश, कराईकल, किरण बेदी, केन्द्र-शासित प्रदेश, केरल, अरब सागर, अंग्रेज़ी भाषा",0,0,मलयालम,पर्यटन
"रंगकर्मी विजय बल्लाणी ने दी मलयालम फिल्म जगत में दस्तक जैसलमेर, 12 दिसम्बर/स्वर्ण नगरी में कला-संस्कृति, पर्यटन, साहित्य और लोक विधाओं",0,0,मलयालम,पर्यटन
"दो लॉकडाउन के बाद, केरल में पर्यटन मलयालम कैलेंडर के आखिरी महीने करक्कडकम (जुलाई-अगस्त) के साथ सावधानी से खुल रहा है",0,0,मलयालम,पर्यटन
स्थानीय बंगाली इन लोगों को “दाखा बंगाली” या “धोका बंगाली” कहते हैं – जिसका अर्थ है ढाका या धोखाधड़ी बंगाली,0,0,बंगाली,ढाका
आम तौर पर पराठों को तवा पर पकाया जाता है लेकिन ढाका का प्रसिद्ध पराठा या बंगाली ढाकई पराठा गहरा तल के लज़ीज और कुरकुरा बनाया जाता है,0,0,बंगाली,ढाक
"14 जनवरी 1926 को ढाका (बांग्लादेश) में जन्मी महाश्वेता देवी बंगाली लेखिका थीं, जिन्हें कई साहित्य पुरस्कारों जैसे साहित्य अकादमी अवॉर्ड (बंगाली), ज्ञानपीठ अवॉर्ड, रमन मैगससे अवॉर्ड से नवाजा गया",0,0,बंगाली,ढाका
इस तरह तीन अन्य महिलाओं के साथ लीला रॉय बंगाली और संस्कृत में एमए की डिग्री पाने वाली ढाका विश्वविद्यालय की पहली महिला छात्रा बनीं,0,0,बंगाली,ढाका
आम तौर पर पराठों को तवा पर पकाया जाता है लेकिन ढाका का प्रसिद्ध पराठा या बंगाली ढाकई पराठा गहरा तल के लज़ीज और कुरकुरा बनाया जाता है,0,0,बंगाली,ढाका
"14 जनवरी 1926 को ढाका (बांग्लादेश) में जन्मी महाश्वेता देवी बंगाली लेखिका थीं, जिन्हें कई साहित्य पुरस्कारों जैसे साहित्य",0,0,बंगाली,ढाका
इसके पांचवें दिन आंनद मेला के साथ बंगाली समाज ढाक की धुन पर मां भवानी का गुणगान शुरू करते हैं,0,0,बंगाली,ढाक
– एक दिन वो था जब ढाका का हिंदू बंगाली पूरी दुनियाँ में जूट का सबसे बड़ा कारोबारी था | आज उसके पास सुतली बम भी नहीं बचा |,0,0,बंगाली,ढाका
कैदलड़ाई के पहले ही दिन से ५६३ बंगाली महिलाओं को ढाका के डिंगी मिलिट्री कैंट में कैद कर दिया गया था,0,0,बंगाली,ढाका
24 मई 1899 को चुरलिया में जन्मे और 29 अगस्त 1976 को ढाका में पंचतत्व में विलीन हुए नज़रुल इस्लाम ने मस्जिद में बांग देने का कार्य भी किया मगर जन्मजात विद्रोही नज़रुल इस्लाम अरबी साम्राज्यवाद के खिलाफ बंगाली चेतना की अभिव्यक्ति बन गए,0,0,बंगाली,ढाका
शेख हसीना ने ढाका में अपने आधिकारिक निवास पर पत्रकारों से कहा कि वह इसलिए यह मैच देखने जा रही हैं क्योंकि एक बंगाली ने उन्हें आमंत्रित किया है,0,0,बंगाली,ढाका
"बांग्लादेश के इतिहास में तो 21 फरवरी की तारीख अपना एक अलग महत्व रखती ही है, क्योंकि इसी दिन पूर्वी पाकिस्तान में स्थित ढाका यूनिवर्सिटी के छात्रों ने बंगाली भाषा को अधिकारिक भाषा का दर्जा देने के लिए प्रदर्शन किया था",0,0,बंगाली,ढाका
"चारबाग के सेवाग्राम कालोनी, बंगाली क्लब, मॉडल हाउस, विद्यांत कॉलेज, सुंदरबाग, लाटूशरोड, अलीगंज, बादशाहनगर, आशियाना, आलमबाग समेत तमाम पूजा पंडालों में भी ढाकियों का वादन होता रहा",0,0,बंगाली,ढाक
"बीते दिनों भाजपा के यूथ विंग भारतीय जनता युवा मोर्चा द्वारा नागरिकता संशोधन कानून के समर्थन में जारी किए गए एक छह मिनट के वीडियो में विभाजन पर बनी प्रतिष्ठित बंगाली फिल्मकार ऋत्विक घटक की तीन फिल्मों- मेघे ढाका तारा, सुबर्णरेखा और कोमल गांधार के कुछ हिस्से शामिल थे",0,0,बंगाली,ढाका
"शिल्पा शेट्टी (Shilpa Shetty) ने दावा किया कि 2016 में ढाका में एक फैशन कार्यक्रम की यात्रा के दौरान उनके बंगाली पूर्वज बांग्लादेश के सिलहट से थे, साथ ही उनकी भविष्य की महत्वाकांक्षा उनके परिवार के घर जाने और एक बांग्लादेशी फिल्म में भाग लेने की थी",0,0,बंगाली,ढाका
क्या ढाका के किसी बंगाली और कोलकाता के किसी बंगाली में आप फर्क कर सकते हैं,0,0,बंगाली,ढाका
५६३ बंगाली महिलाओं को कैंट इलाके में कर रखा था कैदलड़ाई के पहले ही दिन से ५६३ बंगाली महिलाओं को ढाका के डिंगी मिलिट्री कैंट में कैद कर दिया गया था,0,0,बंगाली,ढाका
"ढाका, सोमवार, 15 मई 2017 (वीआर सेदोक) : बंगाली मुस्लिमों के एक समूह ने बांग्लादेश के चित्तागोंग हिल ट्रैक्टस के एक दूरदराज इलाके में एक प्रोटेस्टेंट गिरजाघर पर हमला किया और दो आदिवासी ख्रीस्तीय छात्रों का बलात्कार करने का प्रयास किया",0,0,बंगाली,ढाका
ढाका की एक स्त्री बंगाली मसलिन धारण किये हुए (१८वीं शताब्दी) मसलिन या मलमल सरल बुनाई वाला सूती वस्त्र है,0,0,बंगाली,ढाका
५६३ बंगाली महिलाओं को कैंट इलाके में कर रखा था कैदलड़ाई के पहले ही दिन से ५६३ बंगाली महिलाओं को ढाका के डिंगी मिलिट्री कैंट में कैद कर दिया गया था,0,0,बंगाली,ढाका
"3) भारतीय रियासतों ने स्वतंत्रता संघर्ष के सन्दर्भ में, 1939 में कांग्रेस के त्रिपुरी अधिवेशन में क्या घोषित किया",0,0,त्रिपुरी,रियासत
भारतीय रियासतों के प्रति कांग्रेस ने त्रिपुरी अधिवेशन में अपनी नयी नीति को घोषित करते हुए एक प्रस्ताव पारित किया,0,0,त्रिपुरी,रियासत
फरवरी 1939 में नेहरू ने ब्रिटिश भारत तथा रियासतों के राजनीतिक संघर्षों के साझे राष्ट्रीय लक्ष्यों को सामने रखने के लिए ‘आल इंडिया स्टेट्स पीपुल्स कान्फ्रेंस’ के लुधियाना अधिवेशन की अध्यक्षता की और त्रिपुरी कांग्रेस ने रियासतों की जनता के आंदोलनों में और भी सक्रिय रूप से भाग लेने की संयुक्त कार्रवाई की योजना का अनुमोदन किया,0,0,त्रिपुरी,रियासत
इनका जन्‍म मध्‍यप्रदेश की पूर्व रियासत त्रिपुरी के शिवपुर ग्राम में माथुर खाँ के यहाँ 1881 ई,0,0,त्रिपुरी,रियासत
"भारतीय रियासतों ने स्वतंत्रता संघर्ष के सन्दर्भ में, 1939 में कांग्रेस के त्रिपुरी अधिवेशन में क्या घोषित किया",0,0,त्रिपुरी,रियासत
1938-39 के हरिपुरा और त्रिपुरी अधिवेशनों के दौरान कांग्रेस ने यह घोषित किया कि देसी रियासतों की जनता का संघर्ष राष्ट्रीय स्वाधीनता आंदोलन का ही हिस्सा है,0,0,त्रिपुरी,रियासत
"3) भारतीय रियासतों ने स्वतंत्रता संघर्ष के सन्दर्भ में, 1939 में कांग्रेस के त्रिपुरी अधिवेशन में क्या घोषित किया",0,0,त्रिपुरी,रियासतों
"1938 के हरिपुरा अधिवेशन में यह मानने वाली कांग्रेस कि रियासतों में किसी प्रकार का राजनीतिक आंदोलन कांग्रेस के नाम पर न हो, 1939 के त्रिपुरी अधिवेशन में इस बात को स्वीकार कर लिया कि अब कांग्रेस के नाम पर भी रियासतों में आंदोलन हो सकते हैं",0,0,त्रिपुरी,रियासत
"सुंदरलाल शर्मा ने त्रिपुरी कांग्रेस में छत्तीसगढ़ को अलग राज्य बनाने का प्रस्ताव किया था, जिस प्रकार सरदार पटेल नें देश के रियासतों को एक करने का काम किया था उसी प्रकार ठाकुर प्यारेलाल सिंह नें छत्तीसगढ़ के रियासतों को एक करने का प्रयास किया था",0,0,त्रिपुरी,रियासत
"भारतीय रियासतों ने स्वतंत्रता संघर्ष के सन्दर्भ में , 1939 में कांग्रेस के त्रिपुरी अधिवेशन में क्या घोषित किया",0,0,त्रिपुरी,रियासतों
"1938 के हरिपुरा अधिवेशन में यह मानने वाली कांग्रेस कि रियासतों में किसी प्रकार का राजनीतिक आंदोलन कांग्रेस के नाम पर न हो, 1939 के त्रिपुरी अधिवेशन में इस बात को स्वीकार कर लिया कि अब कांग्रेस के नाम पर भी रियासतों में आंदोलन हो सकते हैं",0,0,त्रिपुरी,रियासतों
"1938 के हरिपुरा अधिवेशन में यह मानने वाली कांग्रेस कि रियासतों में किसी भी प्रकार का राजनीतिक आंदोलन कांग्रेस के नाम पर न हो, 1939 के त्रिपुरी अधिवेशन में इस बात को स्वीकार कर लिया कि अब कांग्रेस के नाम पर भी रियासतों में आंदोलन हो सकते हैं",0,0,त्रिपुरी,रियासतों
