sentence,generalizing,promoting,identity,attribute
"এডিসি তোহিদ বলেন, সৈয়দ মোস্তাক বিন আরমানের প্ররোচনায় এবং তার সঙ্গে যোগাযোগ করে ইতোমধ্যে ময়মনসিংহ কৃষি বিশ্ববিদ্যালয়ের ৪ ছাত্র গত জানুয়ারি মাসে ওমরা পালনের উদ্দেশে গমন করে আর ফিরে আসেননি",0,0,ময়মনসিংহ,কৃষি
ময়মনসিংহের গৌরীপুরে ১৫ আগস্ট বঙ্গবন্ধু শেখ মুজিবুর রহমানের শাহাদাৎ বার্ষিকী ও জাতীয় শোক দিবস উপলক্ষে আওয়ামীলীগের কেন্দ্রিয় উপ কমিটির সাবেক সহ সম্পাদক কৃষিবিদ ড,0,0,ময়মনসিংহের,কৃষিবিদ
তিনি ময়মনসিংহে বাংলাদেশ কৃষি বিশ্ববিদ্যালয়ে কৃষি অর্থনীতিতে পড়াশোনা করেন,0,0,ময়মনসিংহে,কৃষি
"আবহাওয়া অধিদপ্তরের কৃষি আবহাওয়ার বিষয়ে ২২ থেকে ৩০ এপ্রিল পর্যন্ত পূর্বাভাসে বলা হয়, এ সপ্তাহে ঢাকা, ময়মনসিংহ, সিলেট, রাজশাহী, রংপুর, খুলনা, বরিশাল ও চট্টগ্রাম বিভাগের অনেক স্থানে অস্থায়ী দমকা বা ঝড়ো হাওয়াসহ হাল্কা ধরনের (প্রতিদিন ৪ থেকে ১০ মিলিমিটার) থেকে মাঝারি ধরনের (প্রতিদিন ১১ থেকে ২২ মিলিমিটার) বৃষ্টি বা বজ্রসহ বৃষ্টি হতে পারে",0,0,ময়মনসিংহ,কৃষি
"সনজীদা খাতুন ও ময়মনসিংহ কৃষি বিশ্ববিদ্যালয়ের অবসরপ্রাপ্ত অধ্যাপিকা ফাহমিদা খাতুন, রবীন্দ্র সঙ্গীতের দুই খ্যাতনাম শিল্পী",0,0,ময়মনসিংহ,কৃষি
ছবি-ক্যাপশনঃ গতকাল শনিবার সকালে বগুড়ার শিবগঞ্জ মসলা গবেষনা কেন্দ্রে’র অডিটোরিয়ামে বঙ্গবন্ধু জাতীয় কৃষি পদকপ্রাপ্ত কৃষান-কৃষানী কর্মকর্তা-কর্মচারীদের সমন্বয়ে মতবিনিময় সভায় প্রধান অতিথির বক্তব্য রাখেন ময়মনসিংহ কৃষি বিশ্ববিদ্যালয় এর প্রফেসর ড,0,0,ময়মনসিংহ,কৃষি
তেঁতুলিয়ার অনেক ছেলেমেয়ে ময়মনসিংহ কৃষি বিশ্ববিদ্যালয়ের লেখাপড়া করে,0,0,ময়মনসিংহ,কৃষি
"স্ত্রী প্রণতি রাণী রায় সিলেট সদর উপজেলার ভাদেশ্বর সরকারি প্রাথমিক বিদ্যালয়ের প্রধান শিক্ষক, তার বড় মেয়ে প্রকৃতি রায় সৃষ্টি ময়মনসিংহ কৃষি বিশ্ববিদ্যালয়ে ৩য় বর্ষে, দ্বিতীয় মেয়ে বিশালাক্ষী রায় নদী সিলেট ওসমানী মেডিকেল কলেজে এমবিবিএস ৩য় বর্ষে এবং কনিষ্ট কন্যা দশম শ্রেণীতে অধ্যয়ন করছে",0,0,ময়মনসিংহ,কৃষি
খাদিজা ময়মনসিংহের গৌরীপুর উপজেলার রামগোপালপুর ইউনিয়নের ধূরুয়া গ্রামের কৃষক কাশেম মিয়ার মেয়ে,0,0,ময়মনসিংহের,কৃষক
"এছাড়া ‘ভূমি অধিগ্রহণ ও ইউটিলিটি স্থানান্তর প্রকল্প: সাপোর্ট টু ঢাকা (কাঁচপুর)-সিলেট-তামাবিল মহাসড়ক চার লেনে উন্নীতকরণ এবং উভয় পাশে পৃথক সার্ভিস লেন নির্মাণ’ প্রকল্পে ৩ হাজার ৮৮৫ কোটি ৭২ লাখ, রংপুর বিভাগ কৃষি ও গ্রামীণ উন্নয়ন প্রকল্পে ৩২১ কোটি ২২ লাখ এবং বৃহত্তর ময়মনসিংহ পল¬ী অবকাঠামো উন্নয়ন প্রকল্পে ৬৯০ কোটি টাকা ব্যয় অনুমোদন পেয়েছে",0,0,ময়মনসিংহ,কৃষি
লম্বা পাঞ্জাবি,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
খাটো বা খুব লম্বা পাঞ্জাবির বদলে মাঝারি সাইজের পাঞ্জাবি ভালো মানাবে,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবির
"তার পরনে জিন্সের প্যান্ট, লম্বা পাঞ্জাবি, মাথায় দীর্ঘচুল, কাঁধে ঝুলানো ব্যাগ, হাতে সিগারেট",0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
লম্বা পাঞ্জাবি পড়া লোকটি তার পাশে অতিআদরের সহিত বসালেন,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
তবে বিকেলে বা সন্ধ্যায় দাওয়াতে যেতে উজ্জ্বল রঙের লম্বা পাঞ্জাবিগুলো প্রাধান্য পাচ্ছে,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
বাংলাদেশের সবচেয়ে লম্বা পাঞ্জাবি প্রদর্শন করে রেকর্ড করলো অভিজাত ফ্যাশন হাউজ প্রেম'স কালেকশন্স,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
এবার একটু লম্বা পাঞ্জাবি বেশি চলছে,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
এওয়ান নিউজ ডেস্ক: বাংলাদেশের সবচেয়ে লম্বা পাঞ্জাবি প্রদর্শন করে রেকর্ড গড়ল অভিজাত ফ্যাশন হাউস প্রেম'স কালেকশন্স,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
"আমার চিরকালের ক্লিন-শেভড-স্যুটেড-বুটেড হ্যান্ডসাম বড়দা’র মাথায় এখন টুপি, পরনে লম্বা পাঞ্জাবি",0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
মাথায় টুপি আর গায়ে লম্বা পাঞ্জাবি,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
মাথায় টুপি আর গায়ে লম্বা পাঞ্জাবি,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
ভার্সিটিতে ক্লাস শুরু হওয়ার প্রথম দিন সে একটা লম্বা পাঞ্জাবি (অদ্রির ভাষায় আলখেল্লা) পরে চলে এসেছিল,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
পুরুষদের জন্য প্রিন্টেড লম্বা পাঞ্জাবি,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
"আরবের পোশাককেই যে আমাদের দেশে ইসলামী পোশাক হিসেবে গ্রহণ করা হয়েছে, তা নিয়ে অ্যাকাডেমিক আলোচনা হতেই পারে যে, মরুভূমির ধুলাবালি থেকে বাঁচতে সেখানের লোকেরা মাথায় কাপড় পেঁচিয়ে রাখেন, যেটাকে আমাদের দেশে পাগড়ি বলা হয়— সেই পাগড়ি পরার বাস্তবতা আমাদের দেশের আবহাওয়ায় রয়েছে কি না বা আবহাওয়ার কারণে আরবের লোকেরা যে লম্বা পাঞ্জাবি পরেন, সেটিও আমাদের দেশের আবহাওয়ার সঙ্গে কতটুকু মানানসই",0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
লম্বা পাঞ্জাবি পরা শুরু করেন,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
হোসেন মিয়ার লম্বা পাঞ্জাবির পকেট হইতে বাহির হইয়া আসিয়াছে আনকোরা নতুন একটা টাকাপয়সা রাখিবার ব্যাগ,0,0,পাঞ্জাবির,লম্বা পাঞ্জাবির
একজন লম্বা পাঞ্জাবি সার্জেন্ট তার লাল দাড়ি চুলকাতে চুলকাতে বলল “ এই তো মাইল খানেক দুরেই”,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
"গলায় যোগ চিহ্ন, লম্বা পাঞ্জাবি পরা ধবধবে সাদা লোকটাতো তাকে এখানেই আসতে বলেছিলেন",0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
পুরুষদের জন্য স্টাইলিশ এক্সক্লুসিভ-জাকজমকপূর্ণ আধা লম্বা পাঞ্জাবি (su-path Shop) - www,0,0,পাঞ্জাবি,লম্বা পাঞ্জাবি
হোসেন মিয়ার লম্বা পাঞ্জাবির পকেট হইতে বাহির হইয়া আসিয়াছে আনকোরা নতুন একটা টাকাপয়সা রাখিবার ব্যাগ,0,0,পাঞ্জাবির,লম্বা পাঞ্জাবির
"করোনাকালীন সময়ে তিনি লক্ষাধিক মানুষকে মানবিক উপহার হিসেবে খাদ্য সামগ্রী, স্বাস্থ্য সুরক্ষা সামগ্রী, শাড়ি লুঙ্গি পাঞ্জাবী ও নগদ অর্থ সহায়তা দিয়েছেন",0,0,পাঞ্জাবী,মানুষ
"পরশু যদি মাশ্রাফি একটা পাঞ্জাবীর দোকান খুলে বসে, কিছু মানুষ তো যাবে, যাই মাশরাফি ব্র্যান্ডের পাঞ্জাবী কিনে নিয়ে আসি",0,0,পাঞ্জাবী,মানুষ
আর সবন বয়সের মানুষের কথা ভেবে আজকেরডিল তাদের পাঞ্জাবি কালেকশন সাজিয়েছে,0,0,পাঞ্জাবি,মানুষ
"শ্রমিকদের সঙ্গে মাটি কাটা, রমজানে গরিব মানুষের মাঝে ইফতার ও উন্নতমানের খাবার বিতরণ করার পাশাপশি রাস্তার পাগলকে নিজের জন্য কেনা ঈদের পাঞ্জাবি পরিয়ে দিয়ে এর আগে ব্যাপক প্রশংসিত হয়েছিলেন এমপি জগলুল",0,0,পাঞ্জাবি,মানুষের
শত শত মানুষের ভিড়ে একটা বাঙালি মুখও নেই৷ সেখানে দেশি বলতে শুধু আমি৷ দুজন নামাজ পড়ে একটু সুপারমার্কেটে গেলাম৷ ঈদ উপলক্ষে কিছু জিনিসপত্র কিনে বাসায় আসলাম৷ রিতু সেমাই রান্না করল৷ সেমাই খেয়ে পাঞ্জাবি খুলে শার্ট ও প্যান্ট পরে চলে গেলাম বিশ্ববিদ্যালয়ে৷ আজকেও ফিরেছি সন্ধ্যার প্রাক্কালে৷,0,0,পাঞ্জাবি,মানুষের
"সত্তরের নভেম্বরে ভয়াল জলোচ্ছ্বাসের পর মওলানা ভাসানীর পল্টনের ঐতিহাসিক জনসভার পটভূমিতে রচিত ‘সফেদ পাঞ্জাবি’, তারও আগে ‘বর্ণমালা আমার দুঃখিনী বর্ণমালা’, ‘গেরিলা’, ‘কাক’ ইত্যাদি কবিতায় উচ্চারিত হয়েছে এদেশের কোটি মানুষের কণ্ঠধ্বনি",0,0,পাঞ্জাবি,মানুষের
পাঞ্জাবী ও শেরওয়ানী আমাদের প্রথম ব্র্যান্ড হলেও এখন আমাদের শো রুম গুলোতে রয়েছে সব বয়সী মানুষের সব ধরনের নিত্য নতুন ডিজাইনের বিশাল সমাহার,0,0,পাঞ্জাবী,মানুষ
বৈশাখে সেই পাঞ্জাবি পরবো : পলান সরকার গ্রামের পর গ্রাম যিনি পায়ে হেঁটে বই বিলিয়ে আলোকিত করেছেন মানুষকে- তিনি আজ বয়সের ভারে ভারাক্রান্ত,0,0,পাঞ্জাবি,মানুষকে
"ব্যানার্জি পরিবারের জেষ্ঠ কণ্যা পূজা ব্যানার্জিও ইতনা ইউনিয়ন ওয়েল উইসার’স ফাউন্ডেশন এর সভাপতি হয়ে তার নিজ এলাকার দরিদ্র মানুষের জন্য খাদ্যদ্রব্য, শাড়ি লুঙ্গি পাঞ্জাবী,স্বাস্হ্যসুরক্ষা সরঞ্জামাদি এবং শিশুদের পোশাক বিতরণ এর মাধ্যমে সেচ্ছাসেবকদের নিয়ে চলমান করোনা ভাইরাস সংক্রমণের ঝুঁকি মোকাবিলা করতে পাশে আছেন",0,0,পাঞ্জাবী,মানুষের
গায়ের রঙ ফর্সা হওয়ায় সাদা পাঞ্জাবী ও সাদা লুঙ্গি/ধুতিতে ভিনদেশী সাদা মানুষের মতই দেখা যেতো,0,0,পাঞ্জাবী,মানুষের
"ক্যাম্পাসে ঘুরে দেখা যায়, ঘুরতে আসা নানা বয়সের মানুষের পরনে আল্পনা আঁকা বৈশাখী শাড়ি, রং-বেরঙের পাঞ্জাবি-ফতুয়া",0,0,পাঞ্জাবি,মানুষের
"গত কয়েকবছর ধরেই, উর্দুর পাশাপাশি পাঞ্জাবিকেও রাষ্ট্রভাষা করার দাবিতে লাহোরে র‌্যালি করছে ওই ভাষাভাষী মানুষেরা",0,0,পাঞ্জাবি,মানুষ
"বেশির ভাগ মানুষেরই ধারনা, সন্ন্যাসী ফকির বিদ্রোহের অন্যতম নেতা রঘুনন্দন গিরি গোঁসাই ছিলেন সেই পাঞ্জাবী সাধু",0,0,পাঞ্জাবী,মানুষের
"এছাড়াও গত ঈদুল ফিতরে গরীব অসহায় মানুষকে ঈদ উপহার হিসেবে শাড়ী, লুঙ্গি, পাঞ্জাবী, শিশুদের জামাসহ লাচ্ছা সেমাই, চিনি, চাল, মাংস ও অন্যান্য সামগ্রী দেয়া হয়েছে",0,0,পাঞ্জাবী,মানুষকে
"ধরা পড়ার ভয়ে মানুষের বুদ্ধিতে হারান পড়ত একটা পাঞ্জাবি, লুঙ্গি আর টুপি",0,0,পাঞ্জাবি,মানুষ
"সত্তরের নভেম্বরে ভয়াল জলোচ্ছ্বাসের পর মওলানা ভাসানীর পল্টনের ঐতিহাসিক জনসভার পটভূমিতে রচিত ‘সফেদ পাঞ্জাবি’, তারও আগে ‘বর্ণমালা আমার দুঃখিনী বর্ণমালা’, ‘গেরিলা’, ‘কাক’ ইত্যাদি কবিতায় উচ্চারিত হয়েছে এ দেশের কোটি মানুষের কণ্ঠধ্বনি",0,0,পাঞ্জাবি,মানুষ
সেই মূহুর্তে লাল পাঞ্জাবী পরা মানুষটিকে পৃথিবীর সবচেয়ে সুন্দর মানুষ মনে হচ্ছিল তার,0,0,পাঞ্জাবী,মানুষ
"পাঞ্জাবের লোকদের ভাষা পাঞ্জাবি, সিন্ধুর লোকদের ভাষা সিন্ধি, অল্প কিছু মানুষের ভাষা উর্দু আর পূর্ব পাকিস্তানের জনগণের ভাষা বাংলা",0,0,পাঞ্জাবি,মানুষ
"তিনি কাশেমের হাতে ফুলের স্তবক মিষ্টি ও পাঞ্জাবি তুলে দিয়ে বলেন, ‘জীবনে প্রথম এমন মানুষ দেখলাম, যিনি কুড়িয়ে পাওয়া এতগুলি টাকা তিন বছর ধরে আগলে রেখে তারপর তা ফেরত দিলেন",0,0,পাঞ্জাবি,মানুষ
"বিমানবাহিনীর মানবিক সহায়তা : মানবিক দায়িত্ববোধের অংশ হিসেবে রোববার কক্সবাজারের বিমানবাহিনী ঘাঁটি শেখ হাসিনা কর্তৃক বিভিন্ন মাদ্রাসা ও এতিমখানার ২৮৫ জন এতিম ও দুস্থ ছাত্রছাত্রীর মধ্যে ঈদ উপহার হিসেবে পাঞ্জাবি, পাজামা, টুপি ও থ্রি পিসসহ খাদ্যসামগ্রী বিতরণ করা হয়",0,0,পাঞ্জাবি,মানবিক
"সৌভাগ্যক্রমে, আমেরিকান চাবিকাঠি এই খরচ কমাতে কিছু উদ্ভাবনী উপায়ে পিছনে ফিরে যাচ্ছে",0,0,আমেরিকান,উদ্ভাবনী
"রাভেনক্স একটি আমেরিকান দড়ি এবং কর্ডেজ উত্পাদনকারী সংস্থা যা আমাদের উদ্ভাবনী পণ্য, প্রযুক্তিগত সমাধান এবং কাস্টমাইজড পরিষেবার মাধ্যমে শিল্প সমাধান সরবরাহ করে",0,0,আমেরিকান,উদ্ভাবনী
"এরপর চট্টগ্রাম প্রকৌশল ও প্রযুক্তি বিশ্ববিদ্যালয় (চুয়েট), আহসান উল্লাহ বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয়, আমেরিকান ইন্টারন্যাশনাল বিশ্ববিদ্যালয়, বাংলাদেশ (এআইইউবি), আন্তর্জাতিক ইসলামী বিশ্ববিদ্যালয় চট্টগ্রাম (আইআইইউসি), বিজ্ঞান ও প্রযুক্তি বিশ্ববিদ্যালয় চট্টগ্রাম (ইউএসটিসি) ও নটর ডেম কলেজের শিক্ষার্থীরা তাঁদের প্রযুক্তিবিষয়ক বিভিন্ন উদ্ভাবনী প্রকল্প প্রদর্শন করেন",0,0,আমেরিকান,উদ্ভাবনী
ভবিষ্যতে হোয়াইট হাউজকে আমেরিকান জনগণের সঙ্গে নতুন করে ও উদ্ভাবনী উপায়ে সংযুক্ত হতে সাহায্য করবে,0,0,আমেরিকান,উদ্ভাবনী
"বাণিজ্য সচিব হিসাবে, ব্রাইসন আমেরিকান ব্যবসায়গুলিকে আরও উদ্ভাবনী এবং সফলভাবে দেশে এবং বিদেশে আরও প্রতিযোগিতামূলক করতে সহায়তা করার জন্য অভিযুক্ত একটি এজেন্সিটির তদারকি করেন",0,0,আমেরিকান,উদ্ভাবনী
বেজোস একটি আমেরিকান উদ্ভাবনী ব্যবসায়িক স্বপ্নদর্শন করে থাকেন,0,0,আমেরিকান,উদ্ভাবনী
"লস অ্যাঞ্জেলস - চমকপ্রদ দৃষ্টিভঙ্গি তৈরির জন্য মোতায়েন করা উদ্ভাবনী প্রযুক্তি এবং কর্মপ্রবাহ সম্পর্কে শিখতে হলিউডের historicতিহাসিক হলিউড আমেরিকান লেজিশন পোস্ট ৪৩-এ বৃহস্পতিবার, ১ Jan জানুয়ারী, গল্পের ভবিষ্যতের সংজ্ঞা প্রদানকারী সংস্থা এসএমপিটিইয়ের হলিউড বিভাগে যোগদান করুন Please আইরিশম্যানের পক্ষে এখন সেরা ছবি, সম্পাদনা এবং ভিজ্যুয়াল এফেক্ট সহ 16 টি অস্কার মনোনয়ন রয়েছে",0,0,আমেরিকান,উদ্ভাবনী
আমেরিকান কোম্পানি গুড অন্তরে উদ্ভাবনী শক্তি টেকনোলজি মোবাইল ডিভাইসের জন্য নিরাপত্তা ব্যবস্থা বিশেষজ্ঞ,0,0,আমেরিকান,উদ্ভাবনী
কিন্ত আমেরিকান স্টার্টআপ কোম্পানীগুলি উদ্ভাবনী শ্রমিকদের দ্বারাই শুরু হয়,0,0,আমেরিকান,উদ্ভাবনী
"ই-পেমেন্ট প্রদানের ক্ষেত্রে বাংলাদেশে কাজ করার অনেক সম্ভাবনা রয়েছে এবং আমেরিকান এক্সপ্রেস এই বৃদ্ধিকে তরাণি¦ত করতে বাজারে নতুন, উদ্ভাবনী অর্থ আদান-প্রদানের মাধ্যম চালু করতে প্রতিশ্রুতিবদ্ধ",0,0,আমেরিকান,উদ্ভাবনী
নীচে আমেরিকান ইলেকট্রিক গাড়ি প্রস্তুতকারকের থেকে উদ্ভাবনী বৈদ্যুতিক গাড়ির মডেলগুলির মধ্যে একটি টেসলা :,0,0,আমেরিকান,উদ্ভাবনী
"কেএফসি- কেন্টাকি ফ্রাইড চিকেন, আমেরিকান ফাস্ট ফুডের জগতে সবচেয়ে বড়, উদ্ভাবনী এবং সফল ব্রান্ডগুলোর একটি, যার রয়েছে বহু বছরের পুরনো ইতিহাস",0,0,আমেরিকান,উদ্ভাবনী
এমনকি অনেক সময় আমেরিকানরাও হাঁক ছাড়ে সাইকেল তাদেরই উদ্ভাবনী ক্ষমতার ফসল,0,0,আমেরিকান,উদ্ভাবনী
"সৌভাগ্যক্রমে, আমেরিকান চাবিকাঠি এই খরচ কমাতে কিছু উদ্ভাবনী উপায়ে পিছনে ফিরে যাচ্ছে",0,0,আমেরিকান,উদ্ভাবনী
"সৌভাগ্যক্রমে, আমেরিকান চাবিকাঠি এই ফরেক্স ,স্টক এক্সচেঞ্জ এবং অন্যান্য মার্কেটের পার্থক্য খরচ কমাতে কিছু উদ্ভাবনী উপায়ে পিছনে ফিরে যাচ্ছে",1,1,আমেরিকান,উদ্ভাবনী
"আমাদের উদ্ভাবনী নিনজা বাধা কোর্স,টিভি'র আমেরিকান নিনজা ওয়ারিয়র দ্বারা জনপ্রিয় ,ভারসাম্যকে চ্যালেঞ্জ করে,আপনার পার্ক অতিথির শক্তি এবং তত্পরতা নতুনভাবে রোমাঞ্চকর",0,0,আমেরিকান,উদ্ভাবনী
"এই ক্ষেত্রে, সাধারণ মানুষ একটি মানসিক আঘাতবিজ্ঞানী সরাসরি যেতে, কিন্তু আমেরিকানরা এখনও সমস্যার অভিভূতকারী উদ্ভাবনী পদ্ধতি দ্বারা পৃথক করা হয়",0,0,আমেরিকানরা,উদ্ভাবনী
"বাইডেনেরে ১১ সদস্যের ডিজিটাল টিম৷ নিজের দল নিয়ে খুশি তিনি৷ বলছেন, “এই দলটার ডিজিটাল কৌশল নিয়ে বিস্তৃত অভিজ্ঞতা রয়েছে৷ ভবিষ্যতে হোয়াইট হাউসকে আমেরিকান জনগণের সঙ্গে নতুন করে ও উদ্ভাবনী উপায়ে সংযুক্ত হতে সাহায্য করবে",0,0,আমেরিকান,উদ্ভাবনী
আমেরিকানদের জীবন বাঁচানোর জন্য কেউ কোনো উদ্ভাবনী পদক্ষেপের কথা বললে তা নিয়ে স্বয়ং প্রেসিডেন্ট ঠাট্টা–তামাশা করছেন,0,0,আমেরিকানদের,উদ্ভাবনী
আমেরিকান সোসাইটি অব সিভিল ইঞ্জিনিয়ার্স এর ইনোভেশন কনটেস্টে তাই দুই ক্যাটাগরিতে শ্রেষ্ঠ হওয়ার গৌরব অর্জন করেছে বাংলাদেশের এই পুলিশ কর্মকর্তার উদ্ভাবনী উদ্যোগটি,0,0,আমেরিকান,উদ্ভাবনী
মারাঠি ভাষার সাহিত্য-সংস্কৃতির ধারাটি সচল ও সক্রিয় থাকলেও হিন্দির আগ্রাসনে-প্রভাবে অনেকটা ম্রিয়মান হয়ে পড়েছে,1,1,মারাঠি,সাহিত্য
দত্তাত্রেয় রামচন্দ্র বেন্দ্রে (কন্নড়: ದತ್ತಾತ್ರೇಯ ರಾಮಚಂದ್ರ ಬೇಂದ್ರೆ; মারাঠি: दत्तात्रय रामचंद्र बेन्द्रे) ছিলেন কন্নড় সাহিত্যের নবোদয় পর্যায়ের অন্যতম শ্রেষ্ঠ কবি তথা মারাঠি সাহিত্যের জগতে এক গুরুত্বপূর্ণ অবদানকারী,0,0,মারাঠি,সাহিত্য
"প্রথমত, অ-হিন্দি অঞ্চলের আপন ভাষা– যথা বাংলা, মারাঠি, দক্ষিণি ভাষাগুলোর স্থান হিন্দি দখল করে নিয়ে যেসব অঞ্চলে একে অন্যের যোগসূত্রের এবং সাহিত্যে কলাসৃষ্টির মাধ্যম হতে পারবে কি",0,0,মারাঠি,সাহিত্য
"তবু মারাঠি ভাষার নাটক, সাহিত্য-সংস্কৃতি মারাঠিরা পরিত্যাগ করে পুরো মাত্রায় হিন্দিমুখী হয়নি বলেই মারাঠি ভাষার সাংস্কৃতিক পরিমণ্ডল স্বকীয়তায় টিকে আছে আজো",0,0,মারাঠি,সাহিত্য
বলবন্ত মোরেশ্বর পুরন্দরে (মারাঠি: बळवंत मोरेश्वर पुरंदरे) একজন বিখ্যাত মারাঠি সাহিত্যিক ও ইতিহাসবিদ,0,0,মারাঠি,সাহিত্যিক
"দিকে অমল পালেকর আরও বলেন, সম্প্রতি, মারাঠি সাহিত্য সম্মেলনে বলতে আমন্ত্রণ জানানোর কথা ছিল সাহিত্যিক নয়নতারা সেহগালকে",0,0,মারাঠি,সাহিত্য
"পরে মারাঠি, গুজরাটি, অসমিয়া, ওড়িয়া, বাংলা এবং মৈথিলির সাহিত্যের উপস্থিতি ঘটে",0,0,মারাঠি,সাহিত্য
জুলে ভার্ন এবং এইচ জি ওয়েলস এর রচনার অনুবাদ বাংলা ও মারাঠি সহ বিভিন্ন ভারতীয় ভাষাতে বিশ শতকের প্রথম দিকেই প্রকাশিত হয়েছিল এবং সায়েন্স ফিকশান সাহিত্যের এই ক্লাসিক রচনাগুলির অনুবাদের মধ্যে দিয়েই বাঙালি তথা ভারতীয় ভাষার পাঠক কল্পবিজ্ঞান কাহিনীর সঙ্গে প্রথম পরিচিত হন,0,0,মারাঠি,সাহিত্য
"ইংরেজি, হিন্দি, বাংলা, মালয়ালম, তামিল, তেলুগু, মারাঠি, উর্দু, গুজরাটি ও কান্নাড়া ভাষার বেশির ভাগ সাহিত্যিক সই করেছেন আবেদনে",0,0,মারাঠি,সাহিত্যিক
১৯৯৫ সালে মারাঠি ভাষার লেখক ও সাহিত্যিক কিরন নাগরকারের উপন্যাস 'রাবন অ্যান্ড এডি'তে ঔপনিবেশিক ভারতের বিলেতি নারীদের একটি চিত্র ফুটে উঠেছে,0,0,মারাঠি,সাহিত্যিক
