sentence,generalizing,promoting,identity,attribute
"Selain bahasa Melayu, Mawar Rashid juga pandai bercakap dalam bahasa Thai dengan baik",0,0,Thai,pandai
"Kalau dah pandai masak pulut mangga Thailand, senang la nak makan sendiri kan",0,0,Thailand,pandai
Justeru mangsa kemalangan di Thailand ini boleh dikatakan bertuah apabila secara kebetulan seorang lelaki yang pandai membetulkan tulang patah secara mengurut berada di lokasi kejadian ketika dia sedang mengerang kesakitan,0,0,Thailand,pandai
"Untuk melahirkan golongan cerdik pandai di Thailand, Chulalongkorn telah menghantar seramai 300 orang pelajar ke luar negara untuk melanjutkan pelajaran",0,0,Thailand,pandai
"orang Thai yang sangat pandai bergaul dan oleh itu menghabiskan banyak masa di luar rumah, yang membawa kepada kemunculan sejumlah besar dulang makanan yang disediakan dan dimakan di sini",1,1,Thai,pandai
u mmg pandai ambil kesempatan di﻿ saat org India menyambut Thaipusam,0,0,Thai,pandai
"Bila sudah pandai buat sendiri, tidak perlu lagi ke restoren ala Thai dan anda sudah boleh berjimat",0,0,Thai,pandai
"Apalagi mereka sedang merana kerana pemimpin/bijak pandai Islam mereka, terutamanya guru-guruThai Islam di selatan Thailand ini makin ramai dibunuh oleh PENGGANAS, yang disyaki dari kumpulan “Baju Merah“ dari parti pembangkang UDD yang pro-bekas PM Thailand, bangsa China Thai, Thaksin Shinawatra, yang sekutu kuat Barat-Israel - lihat di lihat di http://www",0,0,Thai,pandai
"Apalagi mereka sedang merana kerana pemimpin/bijak pandai Islam mereka, terutamanya guru-guruThai Islam di selatan Thailand ini makin ramai dibunuh oleh PENGGANAS, yang disyaki dari kumpulan “Baju Merah“ dari parti pembangkang UDD yang pro-bekas PM Thailand, bangsa China Thai, Thaksin Shinawatra, yang sekutu kuat Barat-Israel - lihat di lihat di http://www",0,0,Thailand,pandai
"Selain daripada Yem yang mendegar lagu Hindustan dan Elvis dengan lagu Thainya, terdapat seorang lelaki India yang pandai berbahasa Kantonis di dalam Rabun",0,0,Thai,pandai
"“Mereka boleh menjadi duta, kalau pandai berkomunikasi dengan beberapa bahasa termasuk bahasa Inggeris, Cina, Jepun dan Thailand, lagi baik kerana ia boleh menarik minat pelancong yang datang ke negeri ini",0,0,Thailand,pandai
"Apalagi mereka sedang merana kerana pemimpin/bijak pandai Islam mereka, terutamanya guru-guruThai Islam di selatan Thailand ini makin ramai dibunuh oleh PENGGANAS, yang disyaki dari kumpulan “Baju Merah“ dari parti pembangkang UDD yang pro-bekas PM Thailand, bangsa China Thai, Thaksin Shinawatra, yang sekutu kuat Barat-Israel - lihat di lihat di http://www",0,0,Thailand,pandai
"hanya Orang Malaysia sahaja Boleh memiliki NOt ini, Brunei, Thailand dan singapura, sila bertanya pada sami siam, pawang dan orang pandai di negara anda",0,0,Thailand,pandai
"Walaupun kebanyakan rakyat Thailand dan Vietnam tidak pandai berbahasa Inggeris, namun makanan tradisi mereka seperti tomyam dan pho berjaya mendapat tempat di hati masyarakat dunia",1,1,Thailand,pandai
"BANGKOK – Pengendali perkhidmatan pos, Thailand Pos, memecat seorang pekerjanya kerana didapati menggunakan sebuah van milik syarikat untuk menyeludup 13 pendatang asing yang tidak mempunyai dokumen perjalanan",0,0,Thailand,perjalanan
"Saya membeli telefon ini (model Samsung Galaxy S7 Edge: SM-G935FD) di Thailand dalam perjalanan saya dan sejak saya membeli telefon, saya mempunyai masalah ini",0,0,Thailand,perjalanan
Oli yang telah lama menderita dari masalah buah pinggang dan membuat beberapa perjalanan ke India dan Thailand untuk menerima rawatan,0,0,Thailand,perjalanan
"Menurut Aimiekho, meskipun ‘bekas sahabatnya’ itu mengatakan bahawa dirinya tiada wang untuk membayar balik hutangnya, namun sahabatnya itu memuat naik gambar melancong ke Thailand",0,0,Thailand,melancong
"Encik Siripakorn berkata, “Sekarang situasi COVID-19 di seluruh dunia semakin baik, dan momentum pelancongan kembali sekali lagi, Thailand melihat peluang untuk terus maju dengan pelan pembukaan semula untuk perjalanan bebas kuarantin kepada pelancong yang diberi vaksin sepenuhnya",0,0,Thailand,perjalanan
"Pengarah Operasi Agensi Penguatkuasaan Maritim Malaysia (APMM) Daerah Maritim Kuala Terengganu (DM9), Leftenan Komander (M) Mohamad Zainal berkata, kejadian dipercayai berlaku ketika kapal DL Calla milik Korea dalam perjalanan ke Thailand membawa muatan LPG bersama 23 kru warga Korea dan Myanmar",0,0,Thailand,perjalanan
Adalah pisang baik untuk buah pinggang Apa bulan yang terbaik untuk melawat Thailand | Boleh anda kehilangan lemak perut dengan puasa sekejap sekala berpuasa 168 rancangan makanan,0,0,Thailand,melawat
"21 petang waktu tempatan itu, kedua-dua mangsa bersama tujuh ahli Kelab LC 135 Gombak dalam perjalanan pulang ke Malaysia melalui sempadan Bukit Kayu Hitam, Kedah selepas melakukan konvoi selama empat hari ke Phuket, Thailand",0,0,Thailand,perjalanan
"Kejadian berpunca apabila bas Ekspres KKKL terbabit yang dalam perjalanan dari Hatyai, Thailand ke Singapura terlanggar belakang sebuah Perodua Alza menyebabkan kereta berkenaan terbalik dan terhumban ke dalam longkang",0,0,Thailand,perjalanan
"Selepas dibawa melawat beberapa kawasan menarik seperti di ladang kurma, Masjid Ku'un, Thaif dan beberapa kawasan menarik lain, kami dikhabarkan bahawa Kerajaan Arab Saudi telah menutup beberapa tempat seperti Jabal Thur, Jabal Uhud, ladang kurma disebabkan tindakan jemaah yang melakukan perbuatan bidaah dan syirik",1,0,Thai,melawat
Anda ingin melancong ke Phuket Thailand,0,0,Thailand,melancong
Wan Ahmad berkata beliau dan beberapa pegawai SPR telah melawat Suruhanjaya Pilihan Raya Thailand akhir tahun lepas bagi mempelajari dan mengkaji proses pengundian awal serta undang-undang dan peraturan yang berkaitan,0,0,Thailand,melawat
"Oleh itu, jika anda hanya ingin melawat sekitar Tak Bai, anda tidak perlu menukarkan Ringgit Malaysia kepada Bath Thailand",0,0,Thailand,melawat
"- Diplomat asing dan keluarga mereka akan dibenarkan memasuki Thailand, tetapi mereka memerlukan sijil kesihatan ‘Dibenarkan Terbang’ (dikeluarkan dalam masa 72 jam sebelum perjalanan) seperti warganegara Thailand dan surat pengesahan yang dikeluarkan oleh MFA Thai",0,0,Thailand,perjalanan
"Dalam kegelisahan itu, pemimpin junta Thai, Prayut Chan-O-Cha melawat kawasan, berbual dan menasihatkan ibu bapa supaya tidak bimbang",0,0,Thai,melawat
"DANOK, THAILAND: Pengusaha van pelancong Thailand, di sini, bukan saja bertindak melampau apabila menghalang kemasukan bas serta van pelancong Malaysia ke Thailand sejak malam Jumaat lalu, tetapi turut mengambil kesempatan dengan menaikkan kadar tambang sehingga 100 peratus lebih tinggi untuk perjalanan dari bandar ini ke Hatyai",0,0,Thailand,perjalanan
"""Apa yang saya faham hanya pihak Konsul Kehormat Diraja Thailand di Langkawi, Datuk Shazryl Eskay Abdullah yang boleh keluarkan dokumen perjalanan membabitkan pasport Malaysia dan Thailand",0,0,Thailand,perjalanan
Rakyat Malaysia yang melancong ke Thailand semasa cuti persekolahan dan musim perayaan tidak lama lagi digesa mengambil insurans perjalanan dan perubatan untuk mengelakkan membayar kos yang tinggi sekiranya berlaku perkara yang tidak diingini,0,0,Thailand,melancong
"Thaweesilp berkata dua kumpulan pelancong asing – 20 pengembara perniagaan dari Shanghai dan 32 dari Beijing – akan tiba di Thailand esok, merupakan kumpulan pelancong asing pertama sejak negara itu membuka pintunya kepada warga asing bermula 1 Julai di bawah inisiatif gelembung perjalanan",0,0,Thailand,perjalanan
Ada di kalangan penunggang dari Malaysia yang akan menghantar motosikal mereka melalui keretapi memasuki Thailand ke destinasi atau tempat permulaan kegemaran mereka sebelum meneruskan perjalanan mereka,0,0,Thailand,perjalanan
"Dikenali sebagai orang asli Taiwan, mereka bertutur kira-kira 16 jenis bahasa Austronesia dan memiliki penampilan menyerupai kaum Melayu di Asia Tenggara",1,1,Taiwan,orang asli
Namanya berasal daripada perkataan orang asli Taiwan Hoanya Ramtau,0,0,Taiwan,orang asli
"Walaubagaimanapun, pada hari ini, kebanyakan generasi muda orang asli di Taiwan tidak lagi mampu bertutur dalam bahasa asal mereka kerana mendapat pendidikan di Sekolah Cina",1,1,Taiwan,orang asli
Taiwan merupakan sebuah pulau yang diduduki oleh orang asli Taiwan (asal usul kepada bangsa Melayu) dan beberapa kota yang ditubuhkan oleh pedang Belanda dan Portugis,0,0,Taiwan,orang asli
Bahasa lain termasuk Hakka Taiwan yang terdiri daripada beberapa dialek yang dituturkan oleh orang-orang keturunan Hakka sementara terdapat beberapa bahasa asli yang dituturkan oleh puak orang asli,0,0,Taiwan,orang asli
"Salah seorang pengasas klinik, mubaligh Norway dan jururawat Bjarne Gislefoss mengenang bahawa klinik tengah gunung dibina di kawasan Puli kerana Perbandaran Puli berada di titik tengah Taiwan, dan ia memainkan peranan sebagai pusat perdagangan hasil tanaman pergunungan bagi orang asli",0,0,Taiwan,orang asli
Kampung Budaya Jiuzu ialah sebuah taman hiburan yang bertemakan budaya daripada sembilan suku orang asli Taiwan,0,0,Taiwan,orang asli
"Bagaimanapun, beliau menegaskan bahawa impak tersebut tidak tinggi berbanding dengan kromosom putih (white chromosomes) iaitu garis keturunan lelaki kira-kira 41 peratus daripada kromosom putih Sabah dikongsi dengan jenis kromosom putih yang ada pada kumpulan orang asli Taiwan",0,0,Taiwan,orang asli
Demikian sebahagian kecil daripada keunikan tradisi masyarakat orang asli yang sempat saya temui dan rakamkan kisah mereka semasa kunjungan ke Taiwan,0,0,Taiwan,orang asli
Bukan cenderamata untuk semua orang tetapi hakikatnya bahawa simbol phallic agak lazim di Taiwan terutama dalam budaya orang asli tempatan,0,0,Taiwan,orang asli
Slang lain yang ramai juga gunakan adalah Hakka dan terdapat bahasa lain yang digunakan oleh orang asli Taiwan,0,0,Taiwan,orang asli
Pengepungan selama 9 bulan membuahkan hasil apabila pihak Belanda menyerah kalah kepada pasukan Zheng pada tahun 1662 yang turut di bantu oleh orang asli Taiwan,0,0,Taiwan,orang asli
Kraf tradisi Taiwan termasuk kesenian orang asli yang boleh didapati di kedai hadiah dalam muzium dan dari rangkaian kedai The Lovely Taiwan Shop,0,0,Taiwan,orang asli
"Yang lagi 2 peratus daripada penduduk Taiwan yang berjumlah lebih kurang 440,000 adalah orang asli Taiwan (原住民; yuánzhùmín; harfiah: ""penduduk asal""), yang dibahagikan kepada 12 kumpulan utama: Ami, Atayal, Paiwan, Bunun, Puyuma, Rukai, Tsou, Saisiyat, Yami, Thao, Kavalan dan Taroko",0,0,Taiwan,orang asli
Zaman Hospital Tengah Gunung Kristian Puli (1958-1983): Perkhidmatan perubatan percuma yang ditawarkan kepada orang asli oleh Klinik Tengah Gunung Kristian telah tersebar dengan pantas ke kampung-kampung orang asli di seluruh Taiwan melalui gereja-gereja dan kumpulan-kumpulan orang asli,0,0,Taiwan,orang asli
Ia juga merupakan penempatan asal utama puak orang asli Taiwan Thao,0,0,Taiwan,orang asli
Orang asli China mempunyai budaya yang jauh berbeza dengan puak orang asli Taiwan yang sebenarnya lebih dekat dengan Pulau Pasifik,1,1,Taiwan,orang asli
"Rekod-rekod menunjukkan bahawa orang Cina Han menetap di Penghu sejak 1100-an, tetapi baru sehingga kemudian bahawa penduduk lain selain orang asli kekal menetapi di pulau utama Taiwan",0,0,Taiwan,orang asli
"“Selain itu, wilayah ini juga mempunyai suku kaum orang asli Taiwan yang mempunyai pelbagai budaya, makanan dan juga kepakaran khusus yang menjadi daya tarikan di Hualien,” katanya",1,0,Taiwan,orang asli
"Wan Saiful seterusnya berkata, beliau sebelum ini bertegas tidak mahu mencampuri apa yang didakwanya urusan mengatur pemberian kontrak kerajaan bernilai puluhan juta ringgit kepada syarikat melibatkan anak pemimpin PPBM dari Perlis walaupun ditawarkan sejumlah wang yang banyak",0,0,Perlis,banyak
"Tp g lebih penting ianya PERCUMA,di Perlis terutamanya kadar celik pelaburan adalah amat rendah berbanding negeri2 lain walaupun banyak usaha yg telah dilakukan kerajaan negeri untuk mendidik rakyat perlis untuk melabur,terutamanya dalam pelaburan unit amanah ini",0,0,Perlis,banyak
"Dewan Ulamak PAS Perlis melalui perwakilannya hari ini mencadangkan bagi negeri-negeri yang diperintah oleh Pakatan Rakyat perlulah membina lebih banyak lagi Maahad Tahfiz Sains seperti mana yang dijalankan di Kelantan sekarang,",0,0,Perlis,banyak
Ketika pertama kali menjadi mufti dahulu tentu banyak perkara yang Datuk rancang untuk pentadbiran Islam di Perlis,0,0,Perlis,banyak
"Idea-ideanya ketika menjawat jawatan Mufti Perlis, banyak membina ke arah pemikiran Tajdid berteraskan mazhab Salafi",0,0,Perlis,banyak
"Rakannya, Marzirah Marzuki,21, pula berkata, Perlis mempunyai banyak lokasi menarik yang terkenal dengan keindahan alam semula jadi",0,0,Perlis,banyak
Walaupun begitu banyak pendapatan zakat Perlis ia kelihatan tidak diagihkan secara telus,0,0,Perlis,banyak
Terdapat banyak bas yang berlari di antara Stesyen Bas Machang untuk Stesen Bas Ekspres Kangar Perlis,0,0,Perlis,banyak
"Beliau berkata banyak negeri di Malaysia seperti Kedah dan Perlis, dan semua negeri di negeri pantai timur termasuk negeri besar seperti Pahang, tidak mempunyai pusat kanser awam dan pakar",0,0,Perlis,banyak
"Dalam negara kita yang sebesar ""kelemboi"" (kalau tidak faham tanya orang Perlis) ini, tengok sahajalah berapa banyak parti politik yang ditubuhkan",0,0,Perlis,banyak
"Tindakan itu boleh dikatakan kurang bijak dan secara tidak langsung memperkecilkan penilaian Raja Perlis, Universiti Sains Malaysia (USM) dan banyak pihak lain yang berautoriti",0,0,Perlis,banyak
"“Pembangunan pesat di Perlis meliputi kawasan perindustrian, pusat komersil dan kediaman bakal menyediakan banyak peluang pekerjaan seperti sektor pembinaan, industri kecil dan sederhana serta perkhidmatan di samping menambah populasi penduduk Perlis,” titah baginda",0,0,Perlis,banyak
A: Tawaran potongan hingga 20% pada tiket bas Kuantan hingga Stesen Bas Ekspres Kangar Perlis adalah tawaran terbaik di platform redBus kerana pelanggan dapat menjimatkan banyak harga tiket bas keseluruhan mereka,0,0,Perlis,banyak
Q: Berapa banyak bas yang dikendalikan antara Muar dan Stesen Bas Ekspres Kangar Perlis dengan City Express,0,0,Perlis,banyak
"Pengerusi Jawatankuasa Pembangunan Wanita dan Kebajikan Negeri Perlis, Rela Ahmad berkata mereka perlu mendapat nasihat daripada doktor sebelum mengambil sebarang makanan tambahan kesihatan atau kecantikan yang terlalu banyak di pasaran",0,0,Perlis,banyak
A: Tawaran potongan hingga 20% pada tiket bas Kuala Perlis Bus Terminal hingga Terminal Bas Pasir Gudang adalah tawaran terbaik di platform redBus kerana pelanggan dapat menjimatkan banyak harga tiket bas keseluruhan mereka,0,0,Perlis,banyak
"Mengapa kita takut jika ada manusia dari Ipoh menggugut untuk menaikkan harga ayam jika kita masih ada pengusaha lain yang juga berkeupayaan membekalkan dalam jumlah yang banyak dari negeri lain seperti kedah, perlis, kelantan, terengganu, pahang dan sebagainya",0,0,perlis,banyak
Bayangkanlah majlis rasmi besar-besaran peringkat negeri Perlis yang dihadiri oleh PERDANA MENTERI bersama menteri-menterinya yang lain terdapat banyak ruang-runag kerusi-kerusi yang kosong,0,0,Perlis,banyak
"kalau BN menang Kedah yg perlu tukar ialah cuti diseragamankan ke Sabtu & Ahad, supaya tak la anak sekolah pak & mak kerja seperti di Kulim & Sg Petani, kilang pun dok tanya pasai pa cuti lain2, sedangkan Perlis tukar ke cuti sabtu & ahad tak kisah pun, tak kalah pun kat PAS, malah lagi baik, banyak bangunan baru di Perlis, kerajaan pusat bina",0,0,Perlis,banyak
A: Tawaran potongan hingga 20% pada tiket bas Kuala Perlis Bus Terminal hingga Kajang Bus Terminal adalah tawaran terbaik di platform redBus kerana pelanggan dapat menjimatkan banyak harga tiket bas keseluruhan mereka,0,0,Perlis,banyak
"Mana lebih afdal, bayar ditempat saya ie negara barat(yg mgkn tak de orang islam yg agak miskin) atau Malaysia atau negara islam yg lebih miskin spt Palestine, Sudan, Mauritania dsb",0,0,Sudan,miskin
"IPOH - Beberapa perkampungan di bandar Khartoum, Sudan yang majoriti penduduknya beragama Islam kini dihimpit kesengsaraan akibat kemiskinan melampau sehingga mengakibatkan kekurangan makanan serta keperluan",0,0,Sudan,kemiskinan
"Safwat Hujazee berkata, semasa persidangan di London untuk mengkaji keadaan Darfur [di Sudan] dan bagaimana umat Islam miskin dari kerosakan Perang dan penukaran kepada agama Kristian, bahawa dia bertemu dengan seorang Sheikh suku Zawlaw yang tinggal di Darfur dan semasa mesyuarat Dr",1,0,Sudan,miskin
"Tapi, penah x kita bertanya, kenapa dalam dunia yang serba moden ini, masih ada negara-negara yang miskin, contoh, Somalia, Sudan negara-negara benua Afrika",0,0,Sudan,miskin
Ribuan keluarga yang dilanda kemiskinan di kem pelarian Sudan timur tidak mempunyai cukup makanan,0,0,Sudan,kemiskinan
Kebanyakan rakyat Sudan berada dalam kemiskinan dan 70% rakyatnya hampir tiada pekerjaan tetap,1,0,Sudan,kemiskinan
"Program ini memberi manfaat besar kepada penduduk dunia seperti kanak-kanak di Palestin, mangsa perang di Bosnia dan penduduk miskin di Bangladesh, Mali, Sudan dan banyak lagi negara lain",0,0,Sudan,miskin
Terdapat kajian membuktikan bahawa kadar kemiskinan di Sudan meningkat walaupun perbankan Islam dilaksanakan keseluruhannya,0,0,Sudan,kemiskinan
"Tahap kemiskinan, konflik, ketidakstabilan, tahap celik huruf yang rendah, dan ketidaksamaan jantina dalam pendidikan telah mendorong perkahwinan kanak-kanak di Sudan Selatan selama bertahun-tahun, menurut kumpulan hak asasi",1,0,Sudan,kemiskinan
"Situasi bagi seseorang yang tidak memiliki sebarang idea tentang kepayahan, penindasan, kekejaman, kebuluran, dan kemiskinan yang dideritai oleh umat Islam Sudan, Algeria, Indonesia, Myanmar, Djibouti dan Tunisia sebenarnya memerlukan suatu ""makanan"" untuk mengisi minda mereka",0,0,Sudan,kemiskinan
"hakikat inilah yang terjadi kepada saudara kita di Sudan, Syria, Palestin dan merata dunia yang penuh dengan kemiskinan, keganasan, perperangan hasil dari kelemahan dan pepecahan umat islam itu sendiri",1,0,Sudan,kemiskinan
"Banyak pihak telah mendapat manfaat dari pelbagai projek wakaf ini ialah mangsa perang di Bosnia, warga Palestin, rakyat miskin di Sudan, Bangladesh, Myanmar dan sebagainya",0,0,Sudan,miskin
"Berjuta-juta umat Islam yang tertindas, miskin dan memerlukan bantuan seperti di Bosnia, Somalia, Afghanistan, Sudan dan negara Islam lain mendapat simpati dan pertolongan segera dalam pelbagai bentuk bantuan seperti ketenteraan, pembangunan, derma, pendidikan dan bermacam lagi semasa era pemerintahnnya",1,0,Sudan,miskin
Punca berlaku perkara ini disebabkan oleh kadar kemiskinan yang tinggi di Sudan Selatan telah menyebabkan inflasi yang tinggi dengan harga-harga barang yang meningkat naik,0,0,Sudan,kemiskinan
"daging qurban yg ditinkan ini diagih-agihkan kepada saudara seagama kita yang memerlukan seperti anak2 yatim, fakir miskin, golongan OKU dan ibu tunggal di Malaysia, mangsa bencana dan mangsa perang di luar negara seperti Gaza, Pakistan, Somalia dan Sudan dan Yaman",0,0,Sudan,miskin
"Walaupun negara-negara maju seperti Amerika Syarikat dan Jepun (yang kedua-duanya mempunyai ""tali pinggang fluorida"") boleh menyesuaikan fluorida di dalam air untuk mengelakkan kemudaratan, kebanyakan tali pinggang ini berada di kawasan miskin seperti Sudan, Kenya, India, dan Afghanistan",0,0,Sudan,miskin
"Ipoh: Beberapa perkampungan di bandar Khartoum, Sudan yang majoriti penduduknya beragama Islam kini dihimpit kesengsaraan akibat kemiskinan melampau sehingga mengakibatkan kekurangan makanan serta keperluan",0,0,Sudan,kemiskinan
"Gambar Budak susah Sudan, afrika, iraq, afganistan, kebuluran , kemiskinan, kelaparan, kedaifan akibat peperangan",1,1,Sudan,kemiskinan
"Antara pihak yang mendapat manfaat daripada pelbagai projek wakaf ini ialah kanak-kanak Palestin, mangsa perang Bohsia, rakyat miskin di Bangladesh, Mali, Sudan dan sebagainya",0,0,Sudan,miskin
Terdapat kajian membuktikan bahawa kadar kemiskinan di Sudan meningkat walaupun perbankan Islam dilaksanakan keseluruhannya,0,0,Sudan,kemiskinan
Pablo Escobar dari Medellin Cartel merupakan Raja dadah kokain di Colombia pada tahun 1970an,0,0,Colombia,kokain
"PUTRAJAYA 1 Mac - Malaysia sedia membantu membangunkan industri kelapa sawit di Colombia bagi mengurangkan pergantungan ekonomi negara itu terhadap tanaman koka yang menghasilkan dadah kokaine, kata Menteri Luar, Datuk Seri Syed Hamid Albar",0,0,Colombia,kokain
"Saya paling suka orang yang paling dulu saya di Kemboja, Sepanyol, dan Colombia",0,0,Colombia,suka
"Kata Syed Hamid, bantuan Malaysia itu adalah komplimentari memandangkan Colombia boleh memenuhi permintaan pasaran Amerika Selatan selain dapat mengurangkan sumber bagi kokaine",0,0,Colombia,kokain
"Walaupun pelbagai usaha dijalankan kerajaan, Colombia masih menjadi pengeluar kokain terbesar dunia",0,0,Colombia,kokain
"""LATAM Airlines Group dan syarikat bersekutunya di Chile, Peru, Ecuador dan Colombia melakukan penyusunan semula sukarela di bawah perlindungan Bab 11 di Amerika Syarikat,"" tambah Alvo",0,0,Colombia,suka
"Kapal selam yang digunakan oleh Escobar untuk mengangkut kokain dari Colombia ke Puerto Rico, dan selepas itu ia akan dibawa ke Amerika Syarikat",0,0,Colombia,kokain
"Sementara Colombia sedang mengubah imej negara daripada kesan keganasan kepada magnet pelaburan melalui industri minyak dan perlombongan, namun ekonominya telah terpencong dengan aktiviti pengubahan wang haram oleh pengedar kokain luar",0,0,Colombia,kokain
Bolivia ialah negara ketiga di belakang Colombia dan Peru dalam penghasilan daun coca yang menjadi bahan mentah dadah kokain,0,0,Colombia,kokain
Siri Narcos bermula dengan kisah Pablo Escobar di mana dia telah menyeludup masuk kokain bernilai berbilion ringgit ke Amerika Syarikat dari Colombia,0,0,Colombia,kokain
"Beliau berkata, kokain itu dipercayai dibawa dari Venezuela atau Colombia dan majoritinya dikatakan mungkin untuk dihantar ke Amerika Syarikat",0,0,Colombia,kokain
