sentence,generalizing,promoting,identity,attribute
"Blanche tem a companhia dos irmãos e cavaleiro da Ordem dos Templários e por outro lado, Bastian tem uma guerreira mongol conhecida como Setseg, descendente e neta do maior líder Mongol de todos os tempos, Genghis Kahn",0,0,Mongol,cavaleiro
"Quando o diretor questionou se o ator falava italiano, Thiago não titubeou: ""Não, mas aprendo que é uma maravilha",0,0,italiano,falava
"Em seguida, fomos visitar um túnel formado por lava, uma coisa que nunca imaginei fazer e foi muito bom ver e saber como se formam esses túneis, lembrando que meu guia Andrea falava comigo em italiano…",0,0,italiano,falava
"Quando sai de casa para servir ao exército, esse rapaz, que até então só falava o dialeto sardo, tem contato com a educação estatal, e para isso precisa aprender italiano",0,0,italiano,falava
"Autodidata, Nathan Xavier de Albuquerque falava e escrevia em inglês, francês, japonês, italiano e alemão",0,0,italiano,falava
Ele usou uma expressão – falava em italiano - “servizio” e “servitù” (serviço e servidão),0,0,italiano,falava
"O taxista que a pegou na medina falava árabe, francês e italiano, mas não inglês",0,0,italiano,falava
A edição de ontem do Le Parisien falava na hipótese da direcção da Française des Jeux vir a propor ao Comité da Disciplina da UCI uma pena de 2 anos de suspensão para o ciclista italiano,0,0,italiano,falava
"Na verdade como Terra Nostra falava da imigração de italianos no Brasil toda a trilha do primeiro CD são clássicos italianos interpretados em sua maioria por cantores brasileiros, o que chamou ainda mais atenção do público para ela",0,0,italiano,falava
"Eu me estressei com isso, inclusive no caso do cancelamento tive que discutir em italiano com uma fiscal, pois ela não falava inglês e queria que eu pagasse multa para embarcar em outro trem",0,0,italiano,falava
"A senhorita de Faxelange era instruída; não se economizou em sua educação; falava muito bem o inglês e o italiano, tocava vários instrumentos e pintava miniaturas com gosto",0,0,italiano,falava
"Logo após a queda da França, as forças alemãs arquitetaram vários novos planos de invasão à Suíça -- os nazistas ocupariam as áreas suíças que falavam alemão e francês, e a Itália fascista ocuparia a área que falava italiano",0,0,italiano,falava
"Sofia, só falava o dialeto de Nápoles, teve que aprender italiano, bem como Inglês e Francês",0,0,italiano,falava
"Não cabe surpresa: há menos de dois séculos, somente 5 por cento da população falava italiano e a península era uma colcha de retalhos",0,0,italiano,falava
"O inventor do rádio, padre Roberto Landell de Moura (foto 1), costumava andar com uma caixinha preta com a qual freqüentemente falava em italiano",0,0,italiano,falava
#REF!,0,0,Italiano,falava
"Ela passou o ano de 1988 viajando, viagens estas que foram facilitadas por seu domínio de línguas (Audrey falava fluentemente francês, italiano, inglês, neerlandês e espanhol)",0,0,italiano,falava
"Foi excelente aluno na escola primária e, aos 15 anos falava, além da língua croata, inglês, francês e italiano",0,0,italiano,falava
"Possuía uma Mente prodígiosa, era um Estudante Autodidata competente, dede jovem falava fluentemente o Francês, o Inglês, o Espanhol, o Italiano, quebrava o galho em Alemão e sobretudo falava e escrevia maravilhosamente o Português",0,0,Italiano,falava
"Cada um falava uma língua diferente, desde tunisinos a gregos, franceses a italianos entre outros, todos nos entendemos (risos)",0,0,italiano,falava
"B Segundo a versão mais antiga da anedota, o imperador costumava dizer que falava espanhol com Deus, italiano com os cortesães, francês com suas damas, e alemão com seu cavalo",0,0,italiano,falava
"E na longa jornada de trem até seu destino, ela divide o compartimento do título original com Vadim (Yuriy Borisov), típico jovem russo – beberrão, malandro, um pouco machista, desagradável e tóxico, e sem muita noção de limite e privacidade",1,1,russo,beberrão
"Esse é o concept de um personagem para uma série animada, o conceito dele é um cara russo (acho que meio óbvio), beberrão (idem) e que é especialista em facas e objetos cortante ( idem tb)",0,0,russo,beberrão
"CULTURACULTURAOs russos são um povo festeiro, beberrões e amantes do churrasco",1,1,russos,beberrões
"De acordo com Jean Gauvain, autor da introdução escrita em abril de 1943, a obra passa por todos os personagens do romance russo: o príncipe que procura expiar sua vida dissipada, o chefe do correio, beberrão e briguento, o escrivão da província, incrédulo e liberal",0,0,russo,beberrão
"O seu líder inicial, Ieltsin, fora em larga medida o coveiro-mor da aventura soviética e partindo de uma aura de coragem acabaria os seus dias de presidente num registo patético, como uma personificação do estereótipo do russo beberrão",1,1,russo,beberrão
"Então não deixe de ler ""De Pedro, o Grande a Iéltsin, os maiores beberrões da liderança russa""",0,0,russa,beberrões
"Os nobres russos fizeram uma última e desesperada tentativa de salvar o regime czarista, com o assassinato de Rasputin - um camponês místico, beberrão e mulherengo, que a czarina Alexandra acreditava ser santo e que adquiriu inacreditável influência dentro do governo",0,0,russos,beberrão
Publicidade de beberrões de alcoolismo - Alcoolismo de crianças na Federação russa,0,0,russa,beberrões
"Diferente dos beberrões russos como Yeltsin, Putin não fuma, bebe uma taça de vinho ou de champagne em solenidades",0,0,russos,beberrões
"De Pedro, o Grande a Iéltsin, os maiores beberrões da liderança russa - Russia Beyond BR",0,0,russa,beberrões
Dá o azar de cair no mesmo compartimento que um rapaz russo beberrão e grosseiro,0,0,russo,beberrão
"Diferentemente do presidente russo, porém, não era um candidato do sistema: o homem certo na hora certa para o então presidente Boris Yeltsin, o político carismático, beberrão e imprevisível, que implodiu a antiga União Soviética, destronando Mikhail Gorbatchev, e liderou a transição selvagem para o capitalismo na Federação Russa",0,0,russo,beberrão
"“Após anos de tentativa um novo motor russo previsto para equipar o Su-57 ainda está muito longe de sua conclusão, com problemas orçamentários e barreiras tecnológicas o Su’57 continuará pelo menos nos próximos 10 anos voando com um motor beberrão e fumacento que impede o supercruise da mesma”",0,0,russo,beberrão
"O filme não foi bem recebido pelos veteranos do exército soviético, dada algumas ""imprecisões históricas"", e a estereotipação do russo como ""arruaceiro e beberrão"", mesmo assim é um filme que mostra um lado não muito comum nas narrativas hollywoodianas, o exército soviético como herói",1,0,russo,beberrão
Primeiro: o russo nem sempre é um beberrão de vodca,1,0,russo,beberrão
"Não por acaso quando pensamos em russos visualizamos quase invariavelmente vilões frios, doidos e beberrões de vodca",0,0,russos,beberrões
"Em Um Santo Vizinho, Murray interpreta Vincent McKenna, sujeito mal educado e beberrão, chegado numas apostas em corridas de cavalo e cujas únicas companhias são o seu gato e Daka, uma estranha stripper russa que continua a trabalhar mesmo grávida, interpretada por Naomi Watts com direito a sotaque carregadíssimo",0,0,russa,beberrão
"De Pedro, o Grande a Iéltsin, os maiores beberrões da liderança russa",0,0,russa,beberrões
"O segundo, sentado diante de mim, era Victor, um senhor russo de seus 60 anos, cara inchada de beberrão e breve aroma de nicotina, mas simpático após o início",0,0,russo,beberrão
"Rasputin já foi acusado de tudo: charlatão, beberrão, brigão, devasso (reza a lenda que fazia orgias com mulheres da alta sociedade russa)",0,0,russa,beberrão
"“É tradição centenária na Paróquia da Mãe das Dores a Festa do Coração de Jesus com a Coroação e Renovação Paroquial prática que, reúne fiéis de todas as paróquias da nossa querida Juazeiro do Norte, uma forma pastoral viva, alegre de propagar a devoção ao Coração de Jesus”, enfatizou",0,0,Norte,alegre
"300,00 horário: integral vagas: 1 cidade: porto alegre - rs zona: norte",0,0,norte,alegre
Responder	wanderleia	5 de julho de 2011 - 9:37 PM	pega fogo ganhando de flo do sentao de porto alegre do norte,0,0,norte,alegre
"Imóvel localizado próximo ao centro da cidade, a 10 minutos do shopping do vale e a 12 minutos da zona norte de porto alegre",0,0,norte,alegre
estamos com feira de filhotes em nossa loja da zona norte de porto alegre localizada na av,0,0,norte,alegre
A empresa possui ampla experiência na área e realiza serviços de dedetização porto alegre zona norte de ratos com muita competência,0,0,norte,alegre
Desejável vivência na área; possuir ensino médio completo; necessário disponibilidade para trabalhar em escala 6x1 (feriados e finais de semana); disponibilidade para atuar na zona norte de porto alegre,0,0,norte,alegre
Plano de negócios para abertura de pizzaria na zona norte da cidade de porto alegre,0,0,norte,alegre
"Corri para o elevado da Avenida Norte e lá estava ela, caminhando alegremente com seu shortinho fluorescente de abadá baiano",0,0,Norte,alegremente
"Apartamento 2 dormitórios junto ao bairro floresta, zona norte de porto alegre",0,0,norte,alegre
Unimed porto alegre reabre unidade da zona norte e aos sábados das 7h às 13h para exames laboratoriais mais informações podem ser obtidas pelo telefone,0,0,norte,alegre
"A subprefeitura da Zona Norte participou, nesta quinta-feira (28/01), da ação de vacinação na Clínica da Família Candinho, em Vista alegre, oferecendo suporte e orientação às pessoas que chegaram no local",0,0,Norte,alegre
"Uma ação protagonizadas pela Brigada Militar e Polícia Civil apreendeu mais de 100 veículos e motos na Zona Norte de Porto alegre, na madrugada desta sexta-feira (15)",0,0,Norte,alegre
cidade: zona norte - porto alegre - rs benefícios: vt + plano de saúde horário: segunda a sexta das 08:12 ás 18:00 salário: 1,0,0,norte,alegre
"Acompanhando as notícias pelo mundo me alegrei hoje em saber que a perfuradora, que será usada para resgatar os 33 mineiros que estão presos numa mina de cobre no deserto do Atacama no norte do Chile, chegou até eles",0,0,norte,alegre
"Em sua análise do filme das Meninas Superpoderosas, o crítico de cinema Bob Longino de The Atlanta Journal-Constitution, disse que ""os desenhos emanam os anos 50"", e que o show é "" uma das poucas criações norte-americanas que falam tanto da cultura pop alegre, quanto da arte elevada""",0,0,norte,alegre
"Artigo texto dissertativo Liverpool Burbank clínica exame asa norte Manchester, Tacoma cursos de web designer em porto alegre Newport",0,0,norte,alegre
Vaga de auxiliar montagem elétrica / mecânica - porto alegre / zona norte em rio grande do sul,0,0,norte,alegre
botijões criogênicos porto alegre Juazeiro do Norte Venda,0,0,Norte,alegre
"Acreditamos que essa tendência vai continuar, principalmente agora com a parceria de Carlinhos Brown – responsável por levar a percussão para a Europa, América do Norte e Latina – e seus músicos, para a criação de diferentes tipos de instrumentos de percussão com acabamentos coloridos, alegres e inovadores”",0,0,Norte,alegres
"O conquistador conta a história de Temujin / Genghis Khan, interpretado por John Wayne (sim, você está lendo isso corretamente) que invade uma caravana que atravessa a Estepe Mongol (na verdade foi filmado em Utah), onde ele captura a Princesa Tártara Bortai, jogou por Hayward",0,0,Mongol,conquistador
"*Mais sanguinário qual Gêngis Khan e senhor do 1 impfoirio quase tãeste vasto quanto foi o do conquistador Mongol, em 1402, Tamerlãeste enfrentou o sultãeste otomano",0,0,Mongol,conquistador
O líder do segundo maior império do planeta (Império Mongol) também foi o maior conquistador que já existiu,0,0,Mongol,conquistador
"*Mais sanguinário que Gêngis Khan e senhor de um impé especialmenterio quase tãeste vasto quanto foi este do conquistador Mongol, em 1402, Tamerlãeste enfrentou o sultão otomano",0,0,Mongol,conquistador
"Fundador e primeiro Grande Khan (Imperador) do Império Mongol, Gengis Khan está sem dúvida entre os maiores conquistadores da História, não só devido ao seu brilhantismo militar, mas também à sua brutalidade demoníaca, massacrando civis em massa sem piedade",0,0,Mongol,conquistadores
"Kamikaze Drink, Leva vodka, Contreau e suco de limão, A receita da bebida foi criada no Japão e seu nome é uma homenagem aos legendários pilotos Kamikaze da Segunda Guerra Mundial, dizem que era o nome de um tufão que salvou o Japão em 1281 de ser invadido por uma frota liderada por Kublai Khan, conquistador do Império Mongol",0,0,Mongol,conquistador
"*Ainda mais sanguinário qual Gêngis Khan e senhor por 1 impé especialmenterio quase tãeste vasto quanto foi este do conquistador Mongol, em 1402, Tamerlãeste enfrentou este sultãeste otomano",0,0,Mongol,conquistador
"Kamikaze (Kamikaze-tokkō-tai 神風特攻隊)(神風 de kami significando “deus” e kaze, “vento”) é uma palavra Japonesa — comum por ter se tornado o nome de um tufão que se diz ter salvo o Japão em 1281 de ser invadido por uma uma frota líderada por Kublai Khan, conquistador do Império Mongol",0,0,Mongol,conquistador
"No Japão, a palavra Kamikaze é utilizada apenas com este significado, em referência a um grande Tufão que no ano de 1281 teria salvo o Japão de uma grande invasão marítima líderada por Kublai Khan, conquistador Mongol",0,0,Mongol,conquistador
"Para proteger o tesouro, as pessoas que enterraram o primeiro imperador do Império Mongol foram assassinadas por soldados do exército mongol, e que, ainda, estes mesmos soldados também foram mortos depois de regressar para o acampamento, isso foi feito para que ninguém violasse o túmulo do conquistador",0,0,Mongol,conquistador
"Esta palavra tornou-se conhecida por ser o nome de um tufão que, supostamente, teria salvo o Japão de ser invadido por um exército de conquistadores do Império Mongol",0,0,Mongol,conquistadores
"Assim como a Itália, de tempos a tempos, tem sido comprimida pelo gládio do conquistador em diferentes massas nacionais, encontramos também o Indostão, quando não submetido à pressão do Maometano, do Mongol ou do Britânico, dissolvido em tantos Estados independentes e em conflito quantas as cidades, ou mesmo as aldeias, que conta",0,0,Mongol,conquistador
"*Ainda mais sanguinário qual Gêngis Khan e senhor do um império quase tão vasto quanto foi este do conquistador Mongol, em 1402, Tamerlãeste enfrentou o sultão otomano",0,0,Mongol,conquistador
"No entanto, sempre há concordância em falar que foi o Vice-almirante Takijiro Onishi que lutou e incentivou o novo modo de ataque, chamado por ele de kamikaze em referência a um acontecimento de 1281, onde um vento impediu que os navios do conquistador Mongol Kublai Khan invadissem o Japão",0,0,Mongol,conquistador
"O filme é dirigido por Sergei Bodrov que consegue misturar a história da Mongólia com cenas de fantasia, acompanhando o personagem deTemüjin quando criança até sua fase adulta na sua luta pela sobrevivência, até se tornar um grande conquistador Mongol",0,0,Mongol,conquistador
"Todos os conquistadores, desde o Império Mongol, compreendiam o papel do terror na submissão forçada",0,0,Mongol,conquistadores
Gêngis Khan (1162 à 1227) era o título do grande conquistador e imperador Mongol que nasceu sob o nome de Temüjin nas margens do Rio Onon na região hoje conhecida como Mongólia,0,0,Mongol,conquistador
"Subutai foi o principal general de Ghengis Khan, conquistador que forjou a maior nação em extensão territorial da história humana: o Império Mongol",0,0,Mongol,conquistador
"*Ainda mais sanguinário que Gêngis Khan e senhor por um impfoirio quase tãeste vasto quanto foi o do conquistador Mongol, em 1402, Tamerlãeste enfrentou este sultão otomano",0,0,Mongol,conquistador
", kami significando ""deus"" e kaze, ""vento"") é uma palavra japonesa — comum por ter se tornado o nome de um tufão que dizem ter salvo o Japão em 1281 de ser invadido por uma frota líderada por Kublai Khan, conquistador do Império Mongol",0,0,Mongol,conquistador
"“A equipe argentina é muito habilidosa, tem muito volume de jogo, sabe trabalhar a bola e vende caro cada ponto",0,0,argentina,habilidosa
"BUENOS AIRES (Reuters) - O habilidoso meia do Boca Juniors Juan Román Riquelme ficou de fora da convocação feita pelo técnico Diego Maradona para o amistoso da seleção argentina contra a Escócia, na semana que vem",0,0,argentina,habilidoso
"O técnico rubro-negro pede um tempo, que ao ser solicitado entre o primeiro e segundo lance-livre cobrado pela equipe argentina, fará com que a reposição do lateral se faça no meio da quadra, dando margem a um ataque mais elaborado e em tempo hábil a uma conclusão de dois pontos, mais segura e objetiva",0,0,argentina,hábil
"É um cara habilidoso, meia da seleção argentina",0,0,argentina,habilidoso
"Como não havia tempo hábil para que todos prestassem suas homenagens, seguindo o combinado entre a presidência argentina e a família do ex-jogador, os organizadores interromperam a entrada, frustrando a fila que se estendia por dez quarteirões",0,0,argentina,hábil
"As Coisas que Perdemos no Fogo, de Mariana Enriquez: formado por 12 contos, a obra da escritora argentina mescla, de maneira habilidosa, fenômenos paranormais e macabros aos horrores do cotidiano, como a miséria, incêndios, residências abandonadas na cidade e a automutilação",0,0,argentina,habilidosa
"Há relatos de índios muito habilidosos com as letras, como foi o caso do cacique Nicolás Yapuguay, da redução argentina de Santa Maria, que escrevia em guarani com grande clareza e elegância, tendo dois de seus livros impressos, um deles um catecismo em espanhol e um livro de sermões em guarani",0,0,argentina,habilidosos
A intenção da comissão técnica argentina em chegar com esta antecedência é para que haja tempo hábil para ainda realizar um treinamento em solo cearense antes do jogo decisivo,0,0,argentina,hábil
"O Mengão esta perto de contratar o meia argentino, uma das maiores joias sul americanas, se chama Lucas Mugni do Colón, meia habilidoso, da seleção argentina de base",0,0,argentina,habilidoso
"Na preleção, Coutinho mandou Chicão marcar forte e cuidar do Kempes (atacante habilidoso da argentina)",0,0,argentina,habilidoso
"A seleção argentina sempre caracterizou-se por algumas premissas: um goleiro seguro e eficiente, uma defesa sólida, um meio campo combativo, e um ataque formado por um ponta habilidoso e um centroavante clássico",0,0,argentina,habilidoso
"Dogue Argentino : foi desenvolvido na província argentina de Córdoba, a propósito das tradicionais lutas de cães, com o objetivo de criar uma raçaresistente, hábil e imbatível",0,0,argentina,hábil
"Como Matar a Besta' é uma produção corajosa pelo que propõe fazer, perdendo no caminho algumas oportunidades, a meu ver, mas que demonstram uma mão habilidosa da argentina Agustina San Martin",0,0,argentina,habilidosa
"É um jogador que precisa trabalhar a cabeça, mas é muito habilidoso e tem muitas condições de vencer no futebol brasileiro – avaliou o jornalista Facundo Jauregui, apresentador do programa “Gargantas del Diablo”, especializado no dia a dia do Independiente, na rádio argentina “Cooperativa”",0,0,argentina,habilidoso
"O primeiro tempo, porém, não acompanhou a festa da torcida argentina e se mostrou morno, com o Cruzeiro conseguindo segurar o ímpeto do Boca, principalmente na qualidade de Dedé, que anulava o rápido e habilidoso Pavón em todos os lances",0,0,argentina,habilidoso
"Sem roupas de proteção contra o frio extremo,com falha total de logística, e sem experiência de combate contra um inimigo habilidoso,e livre para exercer toda a sua arte de matar, a infantaria argentina foi pega a golpes de facas, e não resistiu ao terror que veio da Ásia",0,0,argentina,habilidoso
Sadai do camisa dez para o Sampaio ta Colômbia equador ou argentina nesses países tem camisa 10 habilidosos e guerreiros,0,0,argentina,habilidosos
"Então, para que essa criança que teve um ensino ruim da escrita e da leitura possa aprender é preciso fazer um esforço muito grande, pois o sistema educacional não ensina mais em tempo hábil, da forma que fez com que a escola argentina alcançasse a excelência",0,0,argentina,hábil
"Quem nunca ouviu falar das famosas e habilidosas jogadas de tenistas como a argentina Gabriela Sabatini, a russa Maria Sharapova ou ainda das sérvias Jelena Jankovic, atual número um do mundo, e Ana Ivanovic",0,0,argentina,habilidosas
"Sem erguer o cobiçado troféu desde 1971, o time mineiro repatriou o atacante Hulk e contratou o habilidoso meia Nacho Fernandez, da seleção olímpica argentina",0,0,argentina,habilidoso
"Camisa feia da poha, parece com a do botafogo e com a do Atlético mineiro",0,0,mineiro,feia
"Se o salmista fosse mineiro diria apenas: “O trem tá feio pro meu lado, meu Deus",0,0,mineiro,feio
"Mas, a moça que enfeita o iate, inté nois, quisomu mais bobo, mais feio e moramu mais longe, gostaríamos de ter enfeitando a nossa canoa, como também repetiu o nosso preclaro mineiro Rubens Pontes",0,0,mineiro,feio
"Atuando com o apoio da torcida, o Cruzeiro começou a partida partindo para cima do Figueirense, e, logo aos 4min, o goleiro Wilson falhou feio, e deu uma ótima chance para o time mineiro abrir o placar",0,0,mineiro,feio
"Depois de uma demorada reunião na manhã desta segunda-feira, menos de 24 horas depois da feia derrota para o Coxa do Paraná, o treinador carioca acertou sua saída do clube mineiro mesmo com a diretoria fazendo proposta para ele ficar no comando do Coelho",0,0,mineiro,feia
"Em papo com Tereza, o mineiro confessou que se chateou por ter sido chamado de feio por Paula",0,0,mineiro,feio
"Porque o preconceito é uma doença mais feia, mais horrível, do que a própria Aids”, concluiu o religioso mineiro, de 54 anos, que participa de outros dois programas na Rede Vida: Rosário da Vida e Palavra do Cardeal",0,0,mineiro,feia
O time baiano entra em uma briga feia com o Galo mineiro e o Cruzeiro (16º) para escaparem da Zona perigosa,0,0,mineiro,feia
"Curiosamente, foi logo após ter falhado feio em um dos gols do time mineiro",0,0,mineiro,feio
"Ela é tão perceptível que não é preciso sequer esperar pelos resultados das pesquisas para constatá-la”, decretou o tucano triplamente derrotado nas eleições de outubro do ano passado — perdeu na disputa presidencial, perdeu ainda mais feio no pleito para o governo mineiro e dançou também no Rio de Janeiro",0,0,mineiro,feio
GOstaria muito que no bolg constasse duas outras coisas feias do nosso tucaninho mineiro,0,0,mineiro,feias
é falta de respeito com o povo mineiro e bem feito perdeu feio,0,0,mineiro,feio
"Já na Raposa, a coisa anda feia, e de acordo com o site Gazeta Esportiva, os dirigentes do clube mineiro procuraram o Santos para oferecer jogadores com altos salários, entre ele Léo, Dedé, Edilson, Egídio, Thiago Neves, Robinho e Fred",0,0,mineiro,feia
"Um dos principais responsáveis pelas últimas conquistas do Atlético-MG, o grandalhão Victor viveu uma noite péssima na quarta-feira, quando falhou feio em um chute quase da intermediária, daqueles que normalmente não causam dificuldades e que foi decisivo para a estreia ruim do time mineiro na Libertadores",0,0,mineiro,feio
Voltar de a pé pro mineiro seria feio pros seus parente,0,0,mineiro,feio
"Sem conseguir balançar as redes na etapa final, o time mineiro ainda viu o zagueiro Felipe Santana falhar feio já nos últimos minutos e Sidcley marcar o gol da vitória rubro-negra",0,0,mineiro,feio
Isso é saber se defender em uma situação onde o PT mineiro está fadado a perder feio uma eleição ou se render a Hélio Costa que por muito tempo deu suporte ao jeito burguesia agrária de Aécio governar,0,0,mineiro,feio
"O Tupi lançou-se definitivamente à frente e por pouco não estragou a festa regatiana em solo mineiro, pois aos 29 minutos Pery falhou feio e Hiroshi recebeu com liberdade",0,0,mineiro,feio
"Marina voltou a condenar a “forma destrutiva de fazer política” ao ser questionada sobre a declaração do deputado federal e pré-candidato do PSB, Ciro Gomes, que disse que o governador de São Paulo, José Serra - que disputa a indicação no PSDB com o colega mineiro Aécio Neves -, é mais feio na alma do que no rosto",0,0,mineiro,feio
"Esses tijolos nos túmulos que foram abertos deixaram tudo muito feio"", disse Alencar Rodrigo Silveira, de 26 anos, mineiro de Belo Horizonte",0,0,mineiro,feio
"o Joelhos e Mel não tem negócio: é uma parábola sobre a educação de um glutão, à maneira dos grandes clássicos da literatura quanto ao tema e no estilo da alta literatura nordestina",0,0,pará,nordestina
Em algum lugar apropriado aí no meio vinha uns 2 ou 3 parágrafos de “holandeses tomaram parte da costa nordestina brasileira por um par de anos” (que servia mais como tática de PEGA-RATÃO pra aluno distraído esquecer da Holanda quando viesse a pergunta na prova: “Quais países controlaram território brasileiro,0,0,pará,nordestina
Em um mesmo parágrafo o autor cita que “o telejornalismo estilo `mundo-cão´ é o prato principal do horário do almoço nordestino,0,0,pará,nordestino
"Este ano o nosso propósito é a montagem da peça teatral Divino Sertão, baseada na parábola do filho pródigo, ambientada no sertão nordestino e conta a história de Aurora, menina sonhadora e ambiciosa que deseja abandonar a fazenda de seu pai em busca do que almeja",0,0,pará,nordestino
"Falando português claro, será bonito de dar gosto um segundo turno entre os candidatos do parágrafo acima, o senhor nordestino por escolha e o candidato do senhor que traz o recado de sua gente",0,0,pará,nordestino
"Existe um mapa que eu vi numa reportagem do globo reporter que mostra umas inundações no mundo inteiro (eu cito isso numa musica nossa xD) e uma parte do brasil e quase todo o amapá e aquela ilha do pará todo o litoral nordestino seria completamete inundado e graças ao God que Tefé não ta no meio, prentendo ir para Alto Paraíso, hehehe vc sabe alguma coisa do genêro através da Dna",0,0,pará,nordestino
"Considerado o argumento exposto no parágrafo precedente, é compreensível que os nordestinos, antes de tudo Gilberto Freyre, se tenham empenhado em reivindicar a autonomia do regionalismo sediado no Recife",0,0,pará,nordestinos
"Considerado o argumento exposto no parágrafo precedente, é compreensível que os nordestinos, antes de tudo Gilberto Freyre, se tenham empenhado em reivindicar a autonomia do regionalismo sediado no Recife",0,0,pará,nordestino
", mas ainda hoje ao ambiente de lazer nos quais os nordestinos que habitam as metrópoles encontram amigos e resumo é uma paráfrase do texto e do filho",0,0,pará,nordestinos
"“Na ouvidoria, acompanhada de vídeo, informando o possível episódio de ofensa em razão da origem nordestina envolvendo Karol Conká e Juliete, foi constatado na fala da participante possível discriminação, em conduta que poderia se amoldar, em tese, ao artigo 140, parágrafo 3º, do Código Penal, que depende de representação da ofendida”, disse Denise ao site",0,0,pará,nordestina
"Adorei as parábolas; um lirismo para o semi-árido nordestino, tão espiritual quanto o deserto da Judéia, ops, Judeia",0,0,pará,nordestino
"III - Em A outra face do ""novo Nordeste"" (4o parágrafo), as aspas chamam a atenção para o que é dito no texto sobre o atual desenvolvimento observado em toda a economia nordestina",0,0,pará,nordestina
", mas ainda hoje ao ambiente de lazer nos quais os nordestinos que habitam as metrópoles encontram amigos e resumo é uma paráfrase do texto e do filho",0,0,pará,nordestino
#REF!,0,0,pará,nordestina
"Todo o município de santa isabel do pará se originou como todos os demais municípios do estado do pará, ou seja, com uma grande leva de nordestinos que, tentando",0,0,pará,nordestino
"B a paráfrase direta, com a réplica do texto fonte e adaptações para estimular o consumo do produto anunciado por um grupo específico de consumidores: os nordestinos",0,0,pará,nordestinos
"Com este parágrafo curto e seco qual a escrita de Graciliano Ramos, os nove governadores nordestinos deixaram as suas diferenças partidárias de banda e firmaram, ainda em junho de 2020, uma carta que daria o tom, dali por diante, no relacionamento com a cúpula federal",0,0,pará,nordestinos
